epoch,noisy_loss,noiseless_loss,median_loss,krum_loss,hyperbolic_loss
0,2.153328747947664,2.0194212302475316,2.031813368218426,2.0562700041008615,2.083160548977253
1,2.1019300695054968,1.942938821329599,1.9470271287742544,2.013905127182122,2.0010720035599343
2,2.1363287736758245,1.901911992442941,1.9123059446258104,1.9825720453103355,1.958083969147256
3,2.1609926990874055,1.87681798951352,1.8788854900723375,1.9892781865318356,1.9300930155751275
4,2.1869324443468026,1.862399851635152,1.8777416246983152,1.943693005342962,1.9080169269823632
5,2.2610866995261816,1.8492865574112336,1.8466960873851646,1.940990461185205,1.88963571917058
6,2.2807131720884106,1.8409453568430545,1.8370266859115973,1.8907934339963754,1.8773098342206405
7,2.2850484598649716,1.832891427429074,1.8464141599886135,1.8909810247685397,1.8671042937760292
8,2.3316346674277786,1.82204601156104,1.8375752560286618,1.9102088698217503,1.858353624906654
9,2.3366734707072623,1.8132949595999097,1.8271926667597629,1.909330973849443,1.8488401727852268
10,2.35260497733884,1.8050689701086995,1.8187011749345692,1.8734680663228311,1.842955281040666
11,2.3887994383855284,1.8079063885349238,1.8185969983675596,1.8881251488098505,1.8359065593068313
12,2.423262186640003,1.7976335308920013,1.8076303944039842,1.8494237240971474,1.8309547667307697
13,2.4368103398498175,1.796170115440572,1.7986121769349503,1.878391279601673,1.8272011292674517
14,2.442507581551531,1.7879716643838393,1.8004922799608218,1.848102885839184,1.8216737257260032
15,2.4531733162276597,1.7878678666167072,1.7936046387198912,1.8689012915867016,1.8167013214245045
16,2.4874413291536226,1.782323671833871,1.7987695753781814,1.826793788924166,1.8136489421414066
17,2.5079908313902624,1.7772650155359468,1.785987494358972,1.8325174964134971,1.8090027076155049
18,2.518515782919484,1.7839318632404937,1.7853209069502671,1.8139819815439437,1.8063783227198391
19,2.541294176268982,1.7704246770462757,1.7832756349414467,1.8719498968357924,1.8034631890727102
20,2.5828845671231253,1.770809182859069,1.7783244179840587,1.8205275813044686,1.8004095367728938
21,2.63518807957964,1.7696405463330096,1.779729876077685,1.8184192492322253,1.7968855488852342
22,2.6259503493650915,1.7643702902528327,1.7795383668020257,1.8603327031913126,1.7959414270904215
