epoch,noisy_loss,noiseless_loss,median_loss,krum_loss,hyperbolic_loss
0,0.6723625159832098,0.6676133139754086,0.6699453285126041,0.6683616551581626,0.6366521912140932
1,0.6470385202236407,0.6448862404961255,0.6491336434244689,0.6483388766156647,0.5952794868298013
2,0.6243268119723395,0.6246926996385498,0.6302020489009529,0.6275690067014869,0.5630031519941254
3,0.6126581169167933,0.6065760168999166,0.6126379141570903,0.6078698010673942,0.5374262097987046
4,0.5852770458059101,0.5902792457047331,0.5970719920268723,0.5912711401415247,0.5161328916889101
5,0.569353715277397,0.5755117192194973,0.5825668614633073,0.575660700809494,0.4982422665363566
6,0.5624532039489961,0.5620948740257855,0.5692700873849045,0.5619363202394733,0.48319803305591225
7,0.5570764234022213,0.5498523629434948,0.5571613699797915,0.5495061334261432,0.4700598378455659
8,0.5477623523814769,0.538637970754812,0.545901381763643,0.5383734447463988,0.4585614866732787
9,0.5356056321890401,0.5283556512336763,0.535684661535156,0.5275100534983093,0.4486026973905697
10,0.5325121972527772,0.5188525959408372,0.526052369271839,0.5176408601147875,0.4396712232835835
11,0.5214945240864649,0.510055185123418,0.5172854343561314,0.5088697366437875,0.43165070029970876
12,0.5138865379753141,0.5018941718552176,0.509049710206153,0.5007896825702227,0.4242093316178454
13,0.5076150583918198,0.49430354631961493,0.5012383279248641,0.4927865161146353,0.41745741843880024
14,0.4923471414746834,0.48721664399660275,0.4939922666446232,0.48539208077487467,0.4112680953056597
15,0.47782112909595087,0.480599939913222,0.48720145078995897,0.4786739632900695,0.405621078160788
16,0.4761323681527546,0.47438843141158277,0.4809206595104737,0.47252191963985246,0.40041342746256336
17,0.45954284310215926,0.4685387086379546,0.47493361444221555,0.46693401249718086,0.3956261630081086
18,0.4529082042091684,0.46303086784307007,0.4691931573307432,0.46122463281089066,0.3912124999375221
19,0.44224495123727936,0.4578480526548845,0.46389532929245053,0.4556211411080946,0.38712275099485766
20,0.440914165877117,0.4529584700514349,0.4587775100529448,0.45059725776431003,0.38327231510785525
21,0.4307766569533729,0.44832445690231937,0.4540007026314173,0.4459831239528217,0.3796499044676041
22,0.43051651535632923,0.4439211143387755,0.4493792880056904,0.44159960826925476,0.3763042290884534
23,0.42670094346616777,0.43973536935242485,0.4450513765565284,0.4372234781390332,0.3731005574682477
24,0.425026093783507,0.43576106309769197,0.4410016282548679,0.4328584316911793,0.370093339995209
25,0.42575854469318886,0.43196497710831333,0.4370323377676907,0.4286544767752291,0.3672546987363436
26,0.4266809968317873,0.42833897858967657,0.4333130719731235,0.42495343918048645,0.3644866718388957
27,0.42721964735329326,0.4248859445498001,0.4297092533009644,0.42132145892172496,0.36187312090302504
28,0.4213485604374503,0.42157462592344497,0.4262159976030868,0.41763204411084565,0.3593968290395426
29,0.41988578722096825,0.41843495932101044,0.423000946651079,0.41413551161298184,0.35708666756045204
30,0.4192822381582018,0.4153984584719263,0.41990715457874894,0.411176141084975,0.35488852029227125
31,0.41544285834301864,0.4125094188594223,0.4168564678358556,0.40828567181557324,0.35271291933808735
32,0.41745734444882615,0.40972546085191935,0.41402745545082026,0.4055780974711182,0.35065188374966194
33,0.4181287808590703,0.40703472598685586,0.41126429412138266,0.4029619171509065,0.34870959706772364
34,0.41199912901363356,0.40445432716473884,0.4086809816210529,0.4002888837368805,0.34680507468930744
35,0.4139871636858879,0.4019739647299017,0.406125363980898,0.3978244679786432,0.3450604701683154
36,0.40836668773334467,0.39957539633029404,0.40368105608901805,0.3952540471247145,0.34335066434070965
37,0.4080129676226776,0.39727302258792596,0.40130180925804776,0.3928302759318965,0.3417043342996267
38,0.39992971024507723,0.39503834472177496,0.3990501234622284,0.39059341111214974,0.3400786485522949
39,0.39914090851422185,0.3928823511341695,0.39680964946827435,0.3882698142079976,0.338569536572896
40,0.39206663361808847,0.3907980396891953,0.39472381315944893,0.38624221994415925,0.3371139929773515
41,0.3929729688936345,0.38878541638114134,0.39267415143364925,0.38428837889230627,0.33575750741238164
42,0.38593004863748503,0.3868254434747599,0.39070221266673577,0.3825182265818854,0.3343913592180251
43,0.3847047866417731,0.384940737683375,0.3887830130964014,0.3806286389384768,0.3331153876359695
44,0.38674624486091425,0.383104867190861,0.3869789262706525,0.3788943740831135,0.331855179823645
45,0.38749432713821136,0.3813198318296275,0.38519118758410487,0.3773455679694675,0.3306098843564227
46,0.38770867571150114,0.3795992284578377,0.3834322526696163,0.37586649307787356,0.32941794479021524
47,0.38399808146807146,0.37791602102154453,0.38174225553023916,0.37412341508535824,0.32823817781558123
48,0.38356861378738016,0.3762837265824749,0.38006724106426554,0.3725741560198317,0.32715935951046976
49,0.38262773108261067,0.37471017489504405,0.378489172876029,0.37110601770769075,0.32608901941353713
50,0.3822435393299153,0.3731654394364225,0.37696804012088797,0.3697719687719822,0.3250229551490138
51,0.38119048786130505,0.37167326078327356,0.37551828806119086,0.36837515745882154,0.32401744666900967
52,0.38676404188834435,0.37022469045954154,0.37406177291752285,0.36699937034534647,0.3230330498299295
53,0.38436841291250595,0.3688064455351785,0.37267124839214527,0.3656814571047061,0.3220531455731663
54,0.3855048865672042,0.367426042529717,0.3713638759997476,0.3644241703904593,0.3211364581912916
55,0.38591777292017787,0.36608033997175654,0.37001946384576667,0.36312944875671094,0.3201948089611723
56,0.3814949588083209,0.3647668892088354,0.36869718743894775,0.3619660518618803,0.3192963895155007
57,0.3857174157510213,0.363489510308041,0.3674686153891723,0.36085944837568884,0.31842287432620503
58,0.3857832874547027,0.362238638832607,0.3662636631257444,0.35972168303279245,0.3175925510580436
59,0.38477544110701833,0.3610184403386624,0.365063584444497,0.3586976363068491,0.3167692047753484
60,0.38581528292509093,0.3598322598150625,0.3639229900172473,0.35752089581882024,0.3159887986022613
61,0.38294390115962607,0.35867017135677254,0.36277532798776824,0.35649389970493606,0.3152343016384834
62,0.3888695883253621,0.3575329708696215,0.3616696922582684,0.3554914633292848,0.31446362457011773
63,0.3908022855879613,0.35641823999561845,0.36061185017186664,0.35450879123723567,0.3137353839387477
64,0.392059965576872,0.35533526659788345,0.3595840159273179,0.3534447178404948,0.3130215952389392
65,0.38791614935305885,0.35427723804969263,0.3585809910869398,0.3524357626512766,0.3123125585303981
66,0.38978933904280705,0.3532391907993993,0.35758399800816504,0.3515282347285244,0.311648489961555
67,0.3878859892431818,0.352224598233,0.35662260831554443,0.3504797882553713,0.311000274773321
68,0.3862450074894927,0.3512305577843061,0.35566873492824863,0.34947608134162883,0.31034709230505125
69,0.3849729527853201,0.3502534373540243,0.3547295145116876,0.34858065863112303,0.30968912088482364
70,0.38536406601748313,0.34929681345742436,0.35381989772405753,0.3477459617872423,0.3090745427468626
71,0.3836767749963305,0.34836239895376553,0.35295681009725727,0.3468895383537641,0.3084530615397437
72,0.38318026802261773,0.34744853725682506,0.35208344440752787,0.34608722339014275,0.30784635887477046
73,0.3851801216225397,0.3465493021200928,0.351223854019431,0.34523239470007905,0.3072717209315877
74,0.3824627300189188,0.3456602333312767,0.3503813364428565,0.3444560729404525,0.3067202642834078
75,0.3802457511653545,0.34479468753598475,0.34957452593173854,0.3437675190266491,0.30618599484402054
76,0.3824381168342973,0.3439444767246852,0.34878894117987874,0.3430162936221646,0.30564256277098645
77,0.38367717586431216,0.34311331253816446,0.34800587741594113,0.34227517590576984,0.30509852608626725
78,0.383191657071533,0.3422948112713856,0.34723812636760026,0.34155502652977204,0.3045644459204598
79,0.38351780776649363,0.3414947539204052,0.34648507190265326,0.340806051707793,0.30405008334538897
80,0.38051539231781084,0.34070822280155294,0.34575353393682845,0.340274771045407,0.30353802633308047
81,0.38163703709049973,0.3399315416884545,0.34503864641031157,0.3396207466793566,0.3030409777799294
82,0.38308148902124994,0.33917019655643954,0.3443538616440998,0.3389892701158425,0.3025423280080535
83,0.3805428885526531,0.3384186576610321,0.3436647852002886,0.33843235533964916,0.3020437828111849
84,0.38182417720172507,0.33768275161081795,0.34300318057137974,0.3377922439608498,0.3015838095990222
85,0.3862434567112862,0.336962734638899,0.34234959119974484,0.33713167705189884,0.30111970536860727
86,0.38330182284472725,0.33625517707377983,0.3417084178028498,0.33656533193703103,0.3006592138350998
87,0.38658102206815137,0.33555871239294305,0.3410616295381448,0.33599450765720656,0.30021813724769914
88,0.38305293353232894,0.334873381603287,0.3404451104551388,0.33536627163922744,0.2997789471877231
89,0.3810893333742629,0.3341968610913383,0.3398360819596458,0.3347872096065622,0.299336690684702
90,0.3743127206473405,0.33353285006261213,0.3392550343461017,0.334297932067748,0.29892016429430407
