epoch,noisy_loss,noiseless_loss,median_loss,krum_loss,hyperbolic_loss
0,1.4703158118844943,1.470674972837081,1.5163578964490474,1.4591443710564327,1.306572004232362
1,1.1116563394364039,1.1125212605266863,1.1678315085060282,1.1095275034751901,0.9640449396861608
2,0.9293865863594323,0.9300696521693611,0.9917974974565646,0.930952941155591,0.7962179799905508
3,0.8204643477846967,0.8209816993963058,0.8883282598565536,0.8303098058582657,0.7014288570326399
4,0.747614646948136,0.7481246951520429,0.8209304257847261,0.761110220127379,0.6406755179090521
5,0.6954325662692203,0.6958100068148858,0.7734697088317204,0.7132382221434465,0.5979913363168955
6,0.6557658807299549,0.6561081365883608,0.7384978348971281,0.6783293242630491,0.5661209519257633
7,0.6245804894937511,0.6248398238668939,0.7111515843848648,0.6478268892052906,0.5412425079797336
8,0.5991931679310111,0.5994693809736811,0.6892439113408121,0.6248545114706953,0.5215223864842673
9,0.5781590677558829,0.5784108238164233,0.6710233586251051,0.6091900634568879,0.5049492041138111
10,0.5603015094270251,0.5605785798199352,0.6559246294400194,0.5932132814049114,0.4911637556210514
11,0.544964258590842,0.5452457421132897,0.6429702862742831,0.5805131782546462,0.4794044239346082
12,0.5316618001025609,0.5319109095226557,0.6315088204148712,0.5693331986425573,0.46918590467597765
13,0.5199516377688191,0.52017928453152,0.621859143160302,0.558983737486433,0.4601748153026399
14,0.5095982009837419,0.5097502287844183,0.6132360865433112,0.5500640752487035,0.45223697289895554
15,0.5003101110238315,0.5004146262077444,0.6052683687306295,0.5424482654570303,0.4452473960427506
16,0.4919319333493232,0.4919831796439588,0.5985272755968439,0.535253052912287,0.4387852692040568
17,0.48429440882208236,0.4843337090448579,0.5925214945203494,0.5298027116279977,0.43296141676900857
18,0.4771725039388581,0.4773740088009364,0.5870136011704905,0.5252416403898913,0.42771189476451443
19,0.4707455568032459,0.4709610471642421,0.5818487986502626,0.5187846041408527,0.42299962567450566
20,0.4648405040545201,0.46506091049878034,0.57704027410774,0.5145466968352057,0.41859199939384223
21,0.45939766170233104,0.459585837957635,0.572763060435048,0.5104889969251762,0.41452684944371554
22,0.45435594224205855,0.4545115632478516,0.5688736491613541,0.5048868274276233,0.41079357840185865
23,0.44970086878492765,0.4498040852307183,0.5651117230033708,0.5003820664803681,0.4073079851768344
24,0.44531737826204965,0.44536666607537706,0.5615530126334246,0.4982459913465396,0.40394376665162873
25,0.44112165472399817,0.44122275206443323,0.5584928452719203,0.4960679608446966,0.40090020960015577
26,0.4371971238651922,0.4373197788075697,0.5554864201037031,0.49367662292071185,0.39794326392191626
27,0.43352508072123097,0.433642892944133,0.5526003975183542,0.48971488322230083,0.3952774457855028
28,0.4300552626564993,0.4301841420200049,0.5499517686868807,0.4863087122254472,0.39274166901213003
29,0.42681481716076186,0.42689875752213724,0.5474458086683553,0.48495581466905474,0.3902227532010764
30,0.4236975526724635,0.42378573952738835,0.5449732151702626,0.48077855984438983,0.3879793452860236
31,0.4207222464783263,0.42081705016938853,0.5427879667333161,0.4790111880288962,0.38576056146471116
32,0.41786590896699743,0.41800585361708165,0.5405799396199891,0.4772048161118374,0.38363672870167875
33,0.4151744743108896,0.4153491564418327,0.5385332322047234,0.4750420584554806,0.38179013501637576
34,0.41268986053852097,0.4127851675539996,0.5368477519611088,0.4738150857332642,0.37987471174219206
35,0.4102905085527635,0.4103334986157894,0.5352193478043976,0.47283517956772764,0.37803569527715253
