epoch,noisy_loss,noiseless_loss,median_loss,krum_loss,hyperbolic_loss
0,2.10996195156567,2.0063857706589436,2.045945913950089,2.000611309386692,1.9381895862452159
1,1.9650582580777995,1.803805266859571,1.8681938451965683,1.7987984618447974,1.7562491139875152
2,1.8455210784154867,1.650414544797387,1.7279549303342634,1.6468558024333484,1.6510761904355529
3,1.744086643001095,1.531398160478869,1.618294853912474,1.5293752611595621,1.5472470649586094
4,1.6573692798986366,1.437180913821254,1.529723030293208,1.4351656682213751,1.448545670110194
5,1.582831160434517,1.3610970891138878,1.456208373496778,1.3598769557742516,1.3648854844125493
6,1.5180816592499244,1.2984984489547844,1.3950477699638861,1.2967371197250643,1.2975015816820834
7,1.4615182387272456,1.2461393246515553,1.34356157491817,1.244263770107708,1.2415801302578464
8,1.4119377210795505,1.20174705571345,1.2991551683808038,1.200265730547455,1.1966883144330402
9,1.368041771097399,1.163643361033133,1.2608708257218184,1.1626078934125945,1.1587035369995018
10,1.3289234603021671,1.1304967453794879,1.227457603691325,1.1287713689136238,1.12644647100926
11,1.2939643292869005,1.1014359466950667,1.1975831790687,1.0998317702191265,1.0987678229684366
12,1.2624561073688683,1.0756878582157554,1.1709383874952104,1.074282303843335,1.07569283498885
13,1.2339488683990945,1.0526923832669974,1.1475114712527232,1.0511046741511854,1.0547173213246857
14,1.2080336590187937,1.032018098116495,1.126313862745485,1.0302999271329607,1.0360116596917823
15,1.1843524308062339,1.0133144784147936,1.1070649943343334,1.0122873635302998,1.0195892558670212
16,1.1626292733004684,0.9962940091897639,1.0892016405977507,0.9962742796058911,1.004662368278753
17,1.1425987417186223,0.9807053611135813,1.0731263359666585,0.9797069011008555,0.9905732265025176
18,1.124102094078621,0.9663703409033579,1.0582451824561296,0.9674838213507728,0.978143568494416
19,1.1069528482397357,0.9531370822400479,1.0442329231836,0.9561433836273141,0.9666961845493425
20,1.0909879438492402,0.9408713132297802,1.0316871612681902,0.9455275664863619,0.9565295252728153
21,1.07611197599027,0.9294473211378638,1.0198033661014596,0.9357514856597612,0.9470419580836262
22,1.0621631297081935,0.9187705237445746,1.0087571871705752,0.9259101998223904,0.9380812147039509
23,1.0491825260718868,0.9087704568542846,0.9984411287486824,0.9172566904424362,0.9296773147997047
24,1.0369307804930379,0.8993811331594523,0.988810753554323,0.913356856769774,0.9220759545198242
25,1.0253905198309567,0.8905816795969845,0.9796882599921027,0.9059597457748321,0.9151499891396897
26,1.0144795058963354,0.8821882576660768,0.9710545510608446,0.8982481900761032,0.9083161668853849
27,1.0041413878696548,0.8742803720314235,0.962804525732378,0.8998755746281217,0.902094709639775
28,0.994370330479249,0.866786843961621,0.9550328721630402,0.896459859498511,0.895976024768382
29,0.98512379178501,0.8596620014652303,0.9475232354406417,0.8905803515310691,0.8899016390554382
30,0.9763057729393678,0.8528770969506176,0.9404812226302124,0.8854108880225704,0.8844904775256581
31,0.9678960118529116,0.8464064501741334,0.9337788541991846,0.881948166909516,0.8799905846289736
32,0.9598901453647546,0.8402297140250059,0.9274864738671714,0.8796234870185409,0.8751394159641308
33,0.9522427157435913,0.8343111482100697,0.9213934847096217,0.872099297757252,0.8711155653381808
34,0.9449216085090159,0.828652575863125,0.9156590959319107,0.8686999086975152,0.866819349675848
35,0.9379215452888627,0.8232236267711606,0.9101061524762071,0.8652685406307548,0.8622884209799333
36,0.9311788083551129,0.8180155446216408,0.9046406630599642,0.8685324429951945,0.858158629848356
37,0.9247119954873994,0.812984795505835,0.8995712606328148,0.8677808869219482,0.8545397746916565
38,0.9185133048484948,0.8081581315775028,0.8945456833706885,0.8664786393565469,0.8508259238415433
39,0.9125393440910234,0.8035224710090623,0.8898411391882308,0.8667754652963904,0.8475152674561763
40,0.9068099941318456,0.7990098133215343,0.8852867253093442,0.8648291904545407,0.8439619928857163
