epoch,noisy_loss,noiseless_loss,median_loss,krum_loss,hyperbolic_loss
0,2.0038198945416976,2.006193058372878,2.008311649530447,2.004787329591695,1.8893591638798453
1,1.8896885440718498,1.803864606296174,1.8069034560184565,1.8021478899578256,1.6028896639539425
2,1.7733183850581065,1.6504651625080737,1.6529430143384134,1.6514237703743384,1.396373911705503
3,1.6456203920205839,1.5314602160352504,1.5338403079378904,1.5330835884384386,1.2693810848325873
4,1.576180816589483,1.4371958319744151,1.4397908372143504,1.438182412221728,1.1826802786260098
5,1.5176444032246463,1.361095269079375,1.3634786713500608,1.361713608444693,1.119306281447435
6,1.4477468255421662,1.2984819246996095,1.3007218642410103,1.2976037527729443,1.0697514774816175
7,1.4017855393587362,1.246158443734,1.2483369397960125,1.2456373434181853,1.0302824385493177
8,1.3705711501345348,1.2017736620193689,1.2037011620695681,1.2010498393981546,0.9974277532706792
9,1.3299107627866258,1.1636240039121795,1.1657890255851013,1.1629487429917176,0.9695735727003459
10,1.2913589817104147,1.1304934711598684,1.1325867816960844,1.1301954574848567,0.9458184000689518
11,1.3090271860597298,1.1014684754177866,1.1034019312264067,1.1013871309535461,0.9252740313261033
12,1.2790692609618879,1.0756822025796478,1.077526440593683,1.075661532407484,0.9068746637230777
13,1.2251144387698487,1.0526794779718582,1.0544517102947355,1.0520374527150123,0.8905522055616536
14,1.2154577321962663,1.03200262412188,1.033790079448422,1.0311919321689533,0.8759572416522097
15,1.2118714810875872,1.0132958707593462,1.0147810636344288,1.0124063249037805,0.8625058005278191
16,1.211361729436919,0.9962686203095108,0.9976568832879508,0.9955557002330071,0.8504231591013542
17,1.1998498770578314,0.9806842379575628,0.9821398725683388,0.9798734833057281,0.8391844620282577
18,1.152862536917957,0.9663564106700088,0.967654358576659,0.9659865402702702,0.8287265805115075
19,1.1852025158222934,0.9531141733264372,0.9543874386752538,0.9522162267804504,0.8191660878994499
20,1.1690926681918463,0.9408441558440039,0.942033234153568,0.9397696277399814,0.8102147800660034
21,1.167890828022414,0.9294227094608305,0.9306530891398982,0.9283793293679803,0.8019341209964099
22,1.1748195408390156,0.9187623089290071,0.9198896702436985,0.9174999017815553,0.7939800281696364
23,1.1726798065955066,0.9087596751799598,0.909845389931434,0.9072092114986823,0.7865659559586758
24,1.1507027353833497,0.8993738715229346,0.9004414961099686,0.8977842812083714,0.7796092530767039
25,1.1682766106896296,0.890510867099194,0.8915720302911538,0.8891342736600999,0.7730058883978713
26,1.1352551643786166,0.8821544154197708,0.8831400305069174,0.8805868677394935,0.7668792176369638
27,1.1452847361721366,0.8742448312243908,0.8752110777814377,0.8727343250680895,0.7609021810840279
28,1.1772616781819092,0.8667528677286573,0.8677209838868953,0.8650345305683838,0.7553151692695254
29,1.165707455167222,0.8596372055629016,0.8605773901172222,0.8582135294024898,0.7499740941774187
30,1.1707164115467066,0.8528446293727442,0.8539103041159135,0.8514883472342692,0.7448310159917528
31,1.1168770177123097,0.8463796299434084,0.8473621727094469,0.844707924433914,0.7399916549105505
32,1.1198253182782112,0.840201398102464,0.8413117867331501,0.8385981910085208,0.735545892646452
33,1.1347914481324488,0.834298882654115,0.8354016701070127,0.8327412159634874,0.7308197906438129
34,1.1316960648085916,0.8286337136528343,0.8297528199558635,0.8271810567978616,0.726567778359306
35,1.1300010276708805,0.8232209863700242,0.8243620088456873,0.822121541917634,0.7224454168818437
36,1.1223425111979628,0.8179959076430174,0.8192753630464417,0.8172146580684595,0.7183449229496032
37,1.1677272780000034,0.8129803320969161,0.8141421561910863,0.8120555395093827,0.7147320736628843
38,1.1229091661453334,0.8081459357135016,0.8093378415168301,0.8072322695683408,0.7108307025361315
39,1.1363795251745834,0.8034914157618507,0.80466306111941,0.802403898305576,0.707174708278044
40,1.143751562458551,0.7989999779129374,0.8002850360908228,0.7978565448433226,0.7037457355930818
41,1.1194072503198982,0.7946810294149451,0.7959405744884197,0.79328130398714,0.7003156496826893
42,1.138108670906225,0.7904817735752129,0.7917731289197631,0.7892420466943301,0.6971116541123954
43,1.1395817300080586,0.786438762666252,0.7877806834449245,0.7849712278665827,0.6941383735987054
44,1.1692940394116693,0.7825097988201933,0.7838283507020312,0.7813445352639333,0.6908627222341301
45,1.1764345661307003,0.7787016365880753,0.7801273240402866,0.7772655459162036,0.6879613769012072
46,1.165902662872086,0.7750251878883542,0.7764881937282959,0.7736200460971898,0.6850792710087893
47,1.1879113437838487,0.7714422033469627,0.7729092072363752,0.7700892079313226,0.6823209140869807
48,1.2044483826888495,0.767981354193362,0.769446604955184,0.7672644144885898,0.6795932464915493
49,1.188906166637699,0.764609114364663,0.7660630583295254,0.7634703404662884,0.6769248538322185
50,1.2208451061111525,0.7613451961835637,0.7627673891742345,0.7601428598400464,0.6744119730405369
51,1.2228202139273865,0.758152619834547,0.7595929539029992,0.7571769445422225,0.6718312033463537
52,1.2430978373922597,0.7551024437609279,0.7564932389194797,0.7542990679313608,0.6694419065365212
