epoch,hyperbolic_krum_loss
0,2.104710763199772
1,2.0390103051760344
2,1.9997862103286723
3,1.9778156765097565
4,1.9382352955010218
5,1.9135034886612068
6,1.9408163633127935
7,1.9039714805586794
8,1.8977701493796502
9,1.8837909593743962
10,1.8917326440637205
11,1.8646974687205045
12,1.8601457716852579
13,1.861471900967079
14,1.864447788576602
15,1.8512995510683092
16,1.851271585011089
17,1.867134597981589
18,1.8593453191438216
19,1.8465658279152684
20,1.8399528369020584
21,1.8467753917434082
22,1.832109603676861
23,1.8244008837504895
24,1.8417554912184124
25,1.8310588790993523
26,1.832371225623787
27,1.8219141244726826
28,1.8237472728454664
29,1.8328878607730439
30,1.8211601996405802
31,1.841254319215996
32,1.8080264346265522
33,1.8146940585222155
34,1.805459319016439
35,1.8042174606352346
36,1.8314185845436797
37,1.7994127588342608
38,1.7967281525917878
39,1.8121015835292393
40,1.803901038787191
41,1.7954008530172
42,1.8181271129188712
43,1.7980211963034818
44,1.8142726383069894
45,1.794169500421477
46,1.7989835586778538
47,1.8021214679538489
48,1.7940803621179202
49,1.7943029079716954
50,1.800141437921883
51,1.8003310844233724
52,1.7840531407829199
53,1.798896088537172
54,1.8002918466354667
55,1.7841586286744207
56,1.782078168008998
57,1.7728883383874037
58,1.8285232957057351
59,1.785565614718773
60,1.8218771396993998
61,1.7795794037550527
62,1.7943266121071426
63,1.7715761984220768
64,1.780432453506858
65,1.7889550418886944
66,1.7902375244602224
67,1.7771696746660577
68,1.7854749387539393
69,1.7857358065933082
70,1.7845914929689408
71,1.7755833634488547
72,1.7847277393831333
73,1.7838806112526537
74,1.7827086325047588
75,1.7772481226190517
76,1.8115841806511899
77,1.8203709087372346
78,1.7668729851884273
79,1.7669495010639273
80,1.779478036467288
81,1.7887530028097016
82,1.7989035032909837
83,1.7913250408025863
84,1.8032011826484875
85,1.769425446606079
86,1.7819888917954056
87,1.7816296744131332
88,1.785541717997584
89,1.7565481636317632
90,1.7729940752859632
91,1.7683791910833546
92,1.7889117658757132
93,1.7838261000808304
94,1.7713972381121996
95,1.7796244498329574
96,1.7603223242885415
97,1.788265856640188
98,1.7777955063466582
99,1.769196908259687
100,1.765911748961517
101,1.7642546151375968
102,1.7693611822820172
103,1.7525793837895145
104,1.7746576685342519
105,1.743989018705178
106,1.791088245848799
107,1.7560273316053796
108,1.7842374189568373
109,1.7759135219777824
110,1.7827216109168975
111,1.7679886956764912
112,1.7721345499613963
113,1.7937701384220104
114,1.7425890187292663
115,1.766788725055649
116,1.756410779435006
117,1.7653012454203358
118,1.7456208365140264
119,1.765363128526088
120,1.7662898634504132
121,1.7626609433699425
122,1.78458417358221
123,1.7551105785615142
124,1.7570525057674762
125,1.7709775990984722
126,1.7452826533828028
127,1.743115179829093
128,1.7607504484270047
129,1.762329927591393
130,1.758621925571714
131,1.7574443504569883
132,1.745446797230502
133,1.7506144872204359
134,1.7690106198334583
135,1.7382818486206193
136,1.7723045170438005
137,1.777604827626686
138,1.767661434201421
139,1.760468273735371
140,1.7605889186849788
141,1.7447088869880056
142,1.764725537419695
143,1.7371181974147525
144,1.760919118680676
145,1.7383325760665715
146,1.747473043735846
147,1.742299625911037
148,1.7323480674629088
149,1.7470308260627918
150,1.7878862670789613
151,1.7541609763331967
152,1.7493327179395204
153,1.7646028791844257
154,1.7707645923904376
155,1.7785780208251794
156,1.7531148220852872
157,1.7538469619631816
158,1.7518152109100067
159,1.7404593569107607
160,1.740837122285379
161,1.732167618821595
162,1.7413365843802604
163,1.7357845129839184
164,1.7434377359855064
165,1.741491124067513
166,1.7630668509160632
167,1.7403124668901864
168,1.7769304415659373
169,1.7304522909445001
170,1.7592401923643117
171,1.7528371795985749
172,1.7524627799452737
173,1.7301331029971176
174,1.7632801933916002
175,1.7484329964838718
176,1.7374714988508926
177,1.7430230095997081
178,1.7298616623612675
179,1.7606202194021459
180,1.7536858612481598
181,1.7411047724311868
182,1.7439499495331474
183,1.7814459083365783
184,1.7288356267779017
185,1.7528266486227029
186,1.7462029007688575
187,1.72677401697723
188,1.731263573071828
189,1.7458758011415114
190,1.7255631460724439
191,1.7324297388285024
192,1.7287106797509726
193,1.7396098926559462
194,1.7603180330529682
195,1.7458337311038934
196,1.7294619022183344
197,1.7392364089601033
198,1.7505036334806718
199,1.7357747570131323
200,1.7398793770026113
201,1.744800059030385
202,1.721292671350003
203,1.741806398944417
204,1.7237758643864716
205,1.739189297037664
206,1.726270052207149
207,1.7262110767568974
208,1.7482059857364447
209,1.7472006982438126
210,1.728330580045918
211,1.7525377818615915
212,1.7272018073312636
213,1.7407997641173403
214,1.753078162178603
215,1.7279945705754651
216,1.7397384325901286
217,1.7182971750998952
218,1.7184016994283446
219,1.7259021104929302
220,1.7364579218961702
221,1.73304741942914
222,1.7337170488332148
223,1.7279180403393999
224,1.7529802983713965
225,1.74017138641854
226,1.728892258745564
227,1.7210357133293874
228,1.7365085302149255
229,1.7233873217009525
230,1.7216053779123253
231,1.7312649412496126
232,1.7603650306893988
233,1.7349840473594542
234,1.7211898118141853
235,1.7212801947827574
236,1.7219548784234469
237,1.722434908042665
238,1.7364702399088763
239,1.7197364577269134
240,1.7295127148375764
241,1.7512485518336902
242,1.7216519909734747
243,1.7294189809804525
244,1.7633502761020317
245,1.7455985213534981
246,1.7360036543738278
247,1.7254745689067907
248,1.746512836222977
249,1.7209763350546028
250,1.7096471400600346
251,1.7231827555332315
252,1.7172457475848095
253,1.736871586649916
254,1.7352224672460896
255,1.7178022915789002
256,1.7284627159639485
257,1.7491726609643599
258,1.7296698930134087
259,1.7275836096726596
260,1.7393100319790928
261,1.7262418834980122
262,1.7121313148040616
263,1.7205647742681531
264,1.7317273611837987
265,1.717866647459953
266,1.7393205289640585
267,1.736907136010911
268,1.7419369789603318
269,1.7360310046468455
270,1.7385874689191445
271,1.72824422940695
272,1.7180301210426767
273,1.7313427711986416
274,1.7263600152571945
275,1.7239429111860447
276,1.7165929606822592
277,1.7282107737007757
278,1.7177773741189966
279,1.7136914985309175
280,1.7139773747042546
281,1.7268329141580945
282,1.728182508447163
283,1.710147290113474
284,1.7399897229867411
285,1.7089498661658902
286,1.7333509888211576
287,1.7158369249951386
288,1.7148057556920393
289,1.7384680069973233
290,1.7403260150989937
291,1.7141763588496146
292,1.7249764712932736
293,1.7244898060640421
294,1.7175500071375858
295,1.7426290607089654
296,1.7331136009755383
297,1.713803829549405
298,1.7184406934600684
299,1.7406104852273863
300,1.7131607155110695
301,1.7285520459217485
302,1.7261237778251755
303,1.727960613048398
304,1.7278766983855882
305,1.7175991574569567
306,1.7092096724858565
307,1.721434407103943
308,1.713061860006408
309,1.7120218113413272
310,1.7233376083489305
311,1.7219970312869135
312,1.7274443250885545
313,1.7166804317112847
314,1.7172820709202656
315,1.7289964463475298
316,1.7346195795096777
317,1.729665836087896
318,1.7216568744725071
319,1.7201800516935837
320,1.7125826316687531
321,1.7080586367044313
322,1.7292137769055786
323,1.732646665016991
324,1.7236872429147703
325,1.7101465501567867
326,1.7241070482152905
327,1.714154894902641
328,1.7432162575210428
329,1.7149847559326858
330,1.7125961188934318
331,1.71485874681949
332,1.7254024364037448
333,1.752566713478807
334,1.740479124721571
335,1.7079421933114485
336,1.7317762147635547
337,1.7130918774487285
338,1.7102291282273834
339,1.720193864825535
340,1.7124028952430783
341,1.7030665035806334
342,1.7277278941523875
343,1.7033819787404623
344,1.7265119542049925
345,1.706931541244592
346,1.7025913241779531
347,1.7146846553997934
348,1.699356990370709
349,1.7187467203606321
350,1.7179044104426353
351,1.7211393853638877
352,1.7183306979752273
353,1.7164937252708699
354,1.7075773469173128
355,1.7094947059306846
356,1.7127900863832919
357,1.701598886460471
358,1.7040265695659276
359,1.7133585565275442
360,1.7282203417262367
361,1.720936321930269
362,1.722792793739941
363,1.7464015101408343
364,1.7073614304805815
365,1.7122357716257888
366,1.7155951374828355
367,1.724441354542362
368,1.7162588523053344
369,1.7426794155999727
370,1.717151363870186
371,1.7059824025735468
372,1.7100685241187776
373,1.7033954262643924
374,1.7058486731181501
375,1.7452054867725575
376,1.7328333695881526
377,1.7153439513105444
378,1.7275585904214794
379,1.7059790282667682
380,1.7050549613527377
381,1.7189590288495633
382,1.7441448538818047
383,1.7292153971875832
