epoch,hyperbolic_krum_loss
0,0.6887999442686664
1,0.6846285576316422
2,0.6802112825068264
3,0.675919103158527
4,0.6721360855997981
5,0.668212078875594
6,0.6640800537132171
7,0.6604541175564754
8,0.6568163499484614
9,0.6531087932876938
10,0.6494136227482274
11,0.6456367058850047
12,0.6420962607885653
13,0.6388909612867218
14,0.6358643709759485
15,0.6329293696387219
16,0.6296546756649968
17,0.6265433947408551
18,0.62360668908207
19,0.6200125794824746
20,0.6172622849020019
21,0.6144005152707648
22,0.6112225552567847
23,0.6085469074608033
24,0.6056808181734635
25,0.6025973161838253
26,0.5996046895569798
27,0.5967450372462679
28,0.5939246606645423
29,0.591242740324234
30,0.5884411569957666
31,0.5857688211678779
32,0.5831823106964273
33,0.5807298260761373
34,0.5781961420901377
35,0.5760440187288667
36,0.5738101645433
37,0.5715539771748329
38,0.5693936093857874
39,0.5672528291536656
40,0.5651926578041975
41,0.5630059081809732
42,0.5607904718549936
43,0.5586020401258907
44,0.5564412194831853
45,0.554291999476172
46,0.5521380459238303
47,0.5502017026826922
48,0.5482477045108767
49,0.5462311986192607
50,0.5443412261367738
51,0.542453005423642
52,0.5405308061366816
53,0.5387213743782673
54,0.5369677662990769
55,0.5353457422758664
56,0.5336669424950689
57,0.5319918924810543
58,0.5303237722059685
59,0.5286283763465617
60,0.5269946804066492
61,0.5254127483116617
62,0.5236895824180791
63,0.5222129903522794
64,0.5207865009262057
65,0.5191479275602647
66,0.5175966273129483
67,0.5160744676835938
68,0.5144447089150732
69,0.5130915234077781
70,0.5116659920922277
71,0.5101055018455313
72,0.5086185625525043
73,0.5071523945045816
74,0.5058488288464845
75,0.5043849607641898
76,0.5029483213569917
77,0.5016166947331097
78,0.5001419232756401
79,0.4987246733270593
80,0.4974251354824076
81,0.4961852333535609
82,0.4948062580500444
83,0.4935775666902327
84,0.49236188852151747
85,0.4912294928510475
86,0.48996735511217415
87,0.48877855040544155
88,0.48764534487323424
89,0.486477827570851
90,0.48545489041152795
91,0.48426108291475994
92,0.483161471158717
93,0.48201730137256027
94,0.48095421643509995
95,0.47989958020987816
96,0.4789677106051496
97,0.47785775099932687
98,0.4767510977888248
99,0.47576032735955076
100,0.4747100088629458
101,0.47367785644669136
102,0.4726631740694051
103,0.4716317238341626
104,0.4705584182397855
105,0.46967523731609434
106,0.468656824432251
107,0.46777075839190174
108,0.46685493392239286
109,0.46584518023339105
