dataset,byzantine_fraction,noise_variance,attack_mode,samples_per_node,noisy_train_accuracy,noisy_test_accuracy,noiseless_train_accuracy,noiseless_test_accuracy,median_train_accuracy,median_test_accuracy,krum_train_accuracy,krum_test_accuracy,hyperbolic_train_accuracy,hyperbolic_test_accuracy
mnist,0.1,0.1,add_noise,128,89.92166666666667,90.42999999999999,89.93666666666667,90.53,89.44833333333332,90.18,89.44166666666666,90.14999999999999,90.75833333333333,91.25999999999999
mnist,0.1,1.0,add_noise,128,89.775,90.24,89.93833333333333,90.53,89.44166666666666,90.16999999999999,89.44666666666666,90.16999999999999,90.745,91.25999999999999
mnist,0.1,10.0,add_noise,128,88.22666666666666,88.74,89.94,90.53,89.42999999999999,90.18,89.45333333333333,90.16,90.77333333333333,91.21000000000001
mnist,0.1,100.0,add_noise,128,79.335,79.75,89.93833333333333,90.53,89.43333333333334,90.18,89.45833333333333,90.16,90.77333333333333,91.22
mnist,0.1,200.0,add_noise,128,75.775,76.29,89.94,90.53,89.44,90.18,89.46333333333332,90.14,90.77333333333333,91.25999999999999
mnist,0.1,0.0,ipm_attack,16,91.815,91.89,92.00833333333334,92.06,84.21666666666667,84.85000000000001,85.08,86.21,90.38166666666667,91.02
mnist,0.1,0.0,ipm_attack,32,91.21333333333334,91.58,91.48666666666668,91.81,86.945,87.83,84.38666666666667,85.54,91.13166666666666,91.52
mnist,0.1,0.0,ipm_attack,64,90.50833333333334,90.95,90.84,91.27,88.53,89.38000000000001,83.90166666666666,84.92,90.56,91.02
mnist,0.1,0.0,ipm_attack,128,89.55666666666666,90.16,89.94333333333333,90.53,88.89,89.75,85.71333333333332,86.9,90.05,90.63
mnist,0.2,0.01,add_noise,16,92.03,92.05,92.01666666666667,92.05,86.88333333333334,87.64,89.02666666666667,90.03,92.09166666666667,92.24
mnist,0.2,0.1,add_noise,16,91.97,92.06,92.015,92.06,86.77,87.53999999999999,89.07333333333334,89.99000000000001,92.105,92.17999999999999
mnist,0.2,1.0,add_noise,16,91.44,91.42,92.00666666666667,92.06,86.76166666666667,87.49,89.00833333333334,90.0,92.09,92.17999999999999
mnist,0.2,10.0,add_noise,16,87.52166666666666,87.85,91.99333333333334,92.05,86.75,87.51,89.05499999999999,89.95,92.08833333333334,92.24
mnist,0.2,100.0,add_noise,16,80.05,80.65,91.995,92.03,86.74333333333333,87.46000000000001,89.05499999999999,89.94,92.10333333333334,92.17999999999999
mnist,0.2,200.0,add_noise,16,78.24333333333333,79.24,92.02166666666668,92.07,86.75166666666667,87.46000000000001,89.02333333333333,89.95,92.08,92.21000000000001
mnist,0.2,0.01,add_noise,32,91.51,91.75999999999999,91.48666666666668,91.82000000000001,88.425,89.14999999999999,89.99833333333333,90.75999999999999,91.9,91.99000000000001
mnist,0.2,0.1,add_noise,32,91.39666666666668,91.64,91.48333333333333,91.8,88.40166666666667,89.11,90.0,90.77,91.86999999999999,92.01
mnist,0.2,1.0,add_noise,32,91.06666666666666,91.53,91.48833333333334,91.83,88.40333333333334,89.1,90.01666666666667,90.8,91.86333333333333,91.97
mnist,0.2,10.0,add_noise,32,87.81833333333333,88.03,91.48666666666668,91.81,88.39333333333333,89.1,90.025,90.74,91.88333333333333,92.02
mnist,0.2,100.0,add_noise,32,78.70166666666667,80.52,91.47833333333332,91.81,88.40333333333334,89.1,89.995,90.72,91.875,92.02
mnist,0.2,200.0,add_noise,32,74.6,75.51,91.48833333333334,91.81,88.40333333333334,89.14,89.95666666666666,90.71000000000001,91.88833333333334,91.97999999999999
mnist,0.2,0.01,add_noise,64,90.79666666666667,91.24,90.83833333333334,91.25999999999999,89.405,90.16,89.97333333333334,90.59,91.40333333333334,91.77
mnist,0.2,0.1,add_noise,64,90.79,91.21000000000001,90.83666666666666,91.29,89.41166666666666,90.18,89.97333333333334,90.68,91.40833333333333,91.73
mnist,0.2,1.0,add_noise,64,90.37833333333334,90.9,90.83666666666666,91.25999999999999,89.39833333333334,90.18,89.98,90.75999999999999,91.38333333333334,91.75999999999999
mnist,0.2,10.0,add_noise,64,87.4,87.94999999999999,90.83666666666666,91.25999999999999,89.40166666666667,90.19,89.98666666666666,90.68,91.40333333333334,91.74
mnist,0.2,100.0,add_noise,64,77.71666666666667,78.2,90.84333333333333,91.28,89.40333333333334,90.16,89.94666666666666,90.66,91.40333333333334,91.75999999999999
mnist,0.2,200.0,add_noise,64,75.11,76.44,90.83833333333334,91.25,89.40166666666667,90.16999999999999,89.94833333333332,90.7,91.39,91.73
mnist,0.2,0.01,add_noise,128,89.92999999999999,90.60000000000001,89.94166666666666,90.53,89.44666666666666,90.19,89.45666666666666,90.19,90.755,91.2
mnist,0.2,0.1,add_noise,128,89.94333333333333,90.42,89.94,90.52,89.44,90.2,89.505,90.23,90.75666666666666,91.19
mnist,0.2,1.0,add_noise,128,89.68833333333333,90.34,89.945,90.53,89.43833333333333,90.19,89.46,90.14999999999999,90.75,91.23
mnist,0.2,10.0,add_noise,128,86.85666666666667,87.44,89.93833333333333,90.53,89.45333333333333,90.18,89.485,90.14999999999999,90.75833333333333,91.25
mnist,0.2,100.0,add_noise,128,75.44,76.6,89.93666666666667,90.53,89.45166666666667,90.21000000000001,89.50333333333333,90.16999999999999,90.75999999999999,91.21000000000001
mnist,0.2,200.0,add_noise,128,70.47833333333332,72.25,89.935,90.53,89.44333333333333,90.2,89.47833333333334,90.16,90.75,91.22
mnist,0.2,0.0,ipm_attack,16,91.605,91.88,92.00500000000001,92.03,80.18666666666667,80.61,84.41333333333333,85.21,37.92666666666666,38.09
mnist,0.2,0.0,ipm_attack,32,90.98666666666666,91.36999999999999,91.49000000000001,91.82000000000001,84.86666666666667,85.61999999999999,82.70833333333333,83.81,44.461666666666666,45.129999999999995
mnist,0.2,0.0,ipm_attack,64,90.13,90.74,90.835,91.25999999999999,87.22333333333333,88.42999999999999,83.91833333333332,85.24000000000001,88.00666666666666,88.94999999999999
mnist,0.2,0.0,ipm_attack,128,89.12166666666667,89.84,89.945,90.53,88.12666666666667,89.0,84.64,85.77,88.55833333333332,89.31
mnist,0.3,0.01,add_noise,16,92.04666666666667,91.97,92.00833333333334,92.06,87.11166666666666,87.88,89.205,90.14,92.09833333333334,92.19000000000001
mnist,0.3,0.1,add_noise,16,91.92833333333333,91.92,92.00833333333334,92.04,87.065,87.82,89.20666666666666,90.11,92.085,92.24
mnist,0.3,1.0,add_noise,16,91.265,91.46,92.015,92.05,87.005,87.74,89.19666666666667,90.07,92.09166666666667,92.25999999999999
mnist,0.3,10.0,add_noise,16,86.60333333333334,87.09,92.01,92.03,87.0,87.78,89.17666666666668,90.08,92.09666666666666,92.21000000000001
mnist,0.3,100.0,add_noise,16,79.245,79.67999999999999,92.00500000000001,92.03,86.97833333333334,87.76,89.2,90.03999999999999,92.09666666666666,92.28
mnist,0.3,200.0,add_noise,16,75.10166666666666,75.94999999999999,92.01,92.05,86.96833333333333,87.71,89.20666666666666,90.2,92.10833333333333,92.21000000000001
mnist,0.3,0.01,add_noise,32,91.47,91.79,91.48666666666668,91.81,88.62666666666667,89.39,90.115,90.83,91.86166666666666,91.97
mnist,0.3,0.1,add_noise,32,91.43666666666667,91.84,91.485,91.79,88.59333333333333,89.37,90.09,90.73,91.89333333333335,91.94
mnist,0.3,1.0,add_noise,32,90.71166666666667,91.31,91.485,91.8,88.56333333333333,89.35,90.03,90.8,91.86666666666666,92.0
mnist,0.3,10.0,add_noise,32,86.43166666666666,86.71,91.485,91.82000000000001,88.56833333333334,89.33,90.095,90.75999999999999,91.88833333333334,91.97
mnist,0.3,100.0,add_noise,32,76.87166666666667,77.77,91.47833333333332,91.79,88.575,89.33,90.065,90.75999999999999,91.86999999999999,92.03
mnist,0.3,200.0,add_noise,32,74.72333333333333,75.16000000000001,91.48166666666665,91.8,88.58,89.28,90.02833333333334,90.74,91.88666666666667,91.97999999999999
mnist,0.3,0.01,add_noise,64,90.805,91.25,90.835,91.3,89.495,90.25999999999999,90.00833333333334,90.73,91.39500000000001,91.74
mnist,0.3,0.1,add_noise,64,90.77333333333333,91.25999999999999,90.84,91.27,89.50666666666666,90.21000000000001,89.96499999999999,90.75,91.39333333333333,91.74
mnist,0.3,1.0,add_noise,64,90.28166666666667,90.49000000000001,90.835,91.27,89.485,90.25,89.985,90.74,91.38333333333334,91.73
mnist,0.3,10.0,add_noise,64,85.99666666666667,87.03999999999999,90.84666666666666,91.27,89.49166666666667,90.22,89.99833333333333,90.77,91.37333333333333,91.75999999999999
mnist,0.3,100.0,add_noise,64,75.35333333333334,76.44999999999999,90.83333333333333,91.25,89.50166666666667,90.24,90.03,90.67,91.39333333333333,91.75999999999999
mnist,0.3,200.0,add_noise,64,69.89666666666666,70.49,90.83666666666666,91.29,89.48,90.25,89.97333333333334,90.74,91.38666666666667,91.73
mnist,0.3,0.01,add_noise,128,89.915,90.56,89.94,90.53,89.47166666666668,90.24,89.53166666666667,90.18,90.74333333333333,91.25
mnist,0.3,0.1,add_noise,128,89.91666666666667,90.67,89.94666666666666,90.53,89.455,90.19,89.48833333333333,90.2,90.735,91.22
mnist,0.3,1.0,add_noise,128,89.565,90.31,89.94333333333333,90.53,89.46,90.19,89.51,90.24,90.74333333333333,91.25
mnist,0.3,10.0,add_noise,128,86.01166666666667,86.89,89.94166666666666,90.53,89.46499999999999,90.16,89.49833333333333,90.16,90.755,91.19
mnist,0.3,100.0,add_noise,128,72.85000000000001,73.44000000000001,89.94333333333333,90.53,89.46499999999999,90.19,89.485,90.18,90.74666666666667,91.18
mnist,0.3,200.0,add_noise,128,67.43,68.76,89.93666666666667,90.53,89.47,90.23,89.47833333333334,90.16999999999999,90.745,91.18
mnist,0.3,0.0,ipm_attack,16,91.41,91.75999999999999,92.01833333333333,92.05,74.87,75.42999999999999,73.93166666666666,75.02,3.0033333333333334,2.8400000000000003
mnist,0.3,0.0,ipm_attack,32,90.66833333333332,91.11,91.48833333333334,91.81,82.01,82.6,32.181666666666665,33.69,0.07166666666666667,0.06999999999999999
mnist,0.3,0.0,ipm_attack,64,89.80333333333334,90.45,90.83833333333334,91.28,83.81,84.99,56.515,56.269999999999996,0.12333333333333332,0.03
mnist,0.3,0.0,ipm_attack,128,88.68333333333334,89.39,89.94,90.53,86.265,87.25,75.61666666666666,76.51,86.035,87.02
mnist,0.4,0.01,add_noise,16,92.03333333333333,92.16,91.995,92.06,87.49,88.41,89.425,90.34,92.135,92.17
mnist,0.4,0.1,add_noise,16,91.87166666666667,91.9,92.00833333333334,92.06,87.39666666666666,88.26,89.41,90.3,92.09,92.22
mnist,0.4,1.0,add_noise,16,90.645,90.96,92.01,92.03,87.355,88.14999999999999,89.39333333333333,90.2,92.11166666666666,92.29
mnist,0.4,10.0,add_noise,16,85.49333333333334,86.03,91.99833333333333,92.04,87.34666666666666,88.19,89.36666666666667,90.27,92.11500000000001,92.19000000000001
mnist,0.4,100.0,add_noise,16,77.815,78.72,92.00500000000001,92.03,87.36,88.14,89.39166666666667,90.29,92.07499999999999,92.2
mnist,0.4,200.0,add_noise,16,75.09166666666667,75.96000000000001,92.01,92.03,87.32666666666667,88.22,89.41833333333334,90.27,92.10166666666667,92.23
mnist,0.4,0.01,add_noise,32,91.47166666666666,91.75,91.49000000000001,91.81,88.90166666666667,89.58,90.16,90.86,91.89500000000001,91.97
mnist,0.4,0.1,add_noise,32,91.375,91.63,91.485,91.81,88.87666666666667,89.56,90.14666666666666,90.75999999999999,91.83833333333334,91.97
mnist,0.4,1.0,add_noise,32,90.44,90.94,91.48166666666665,91.82000000000001,88.84166666666667,89.56,90.20333333333333,90.86999999999999,91.84833333333333,92.03
mnist,0.4,10.0,add_noise,32,85.47,85.39999999999999,91.48333333333333,91.8,88.87333333333333,89.57000000000001,90.15666666666667,90.82000000000001,91.875,92.01
mnist,0.4,100.0,add_noise,32,75.19500000000001,76.4,91.48833333333334,91.8,88.86166666666668,89.56,90.14333333333333,90.89,91.85666666666667,91.97999999999999
mnist,0.4,200.0,add_noise,32,74.75666666666667,75.37,91.47999999999999,91.8,88.85333333333332,89.52,90.155,90.88000000000001,91.85333333333332,91.97999999999999
mnist,0.4,0.01,add_noise,64,90.835,91.25,90.83666666666666,91.27,89.605,90.34,90.04333333333334,90.75999999999999,91.39333333333333,91.75
mnist,0.4,0.1,add_noise,64,90.63333333333333,91.12,90.84,91.25,89.60000000000001,90.36,90.04833333333333,90.77,91.385,91.73
mnist,0.4,1.0,add_noise,64,89.89833333333334,90.27,90.845,91.27,89.59,90.33,90.02666666666667,90.75999999999999,91.375,91.72
mnist,0.4,10.0,add_noise,64,85.92333333333333,86.08,90.835,91.25999999999999,89.58,90.36,90.03999999999999,90.75,91.39,91.73
mnist,0.4,100.0,add_noise,64,71.955,72.91,90.84666666666666,91.28,89.60000000000001,90.29,90.06833333333333,90.75999999999999,91.38666666666667,91.75
mnist,0.4,200.0,add_noise,64,70.43,71.78999999999999,90.84166666666667,91.25,89.60333333333334,90.35,90.03,90.78,91.37666666666667,91.73
mnist,0.4,0.01,add_noise,128,89.915,90.55,89.93833333333333,90.53999999999999,89.50666666666666,90.25999999999999,89.49000000000001,90.2,90.74,91.19
mnist,0.4,0.1,add_noise,128,89.92,90.57,89.93833333333333,90.53,89.52,90.25,89.52,90.22,90.73166666666667,91.17
mnist,0.4,1.0,add_noise,128,89.14,89.87,89.94166666666666,90.53,89.51833333333333,90.23,89.535,90.24,90.73833333333333,91.2
mnist,0.4,10.0,add_noise,128,84.28,84.46000000000001,89.945,90.53,89.51333333333334,90.22,89.52666666666667,90.23,90.74166666666666,91.14999999999999
mnist,0.4,100.0,add_noise,128,72.77,73.49,89.94166666666666,90.53,89.50666666666666,90.21000000000001,89.55333333333333,90.25,90.73166666666667,91.18
mnist,0.4,200.0,add_noise,128,64.55333333333333,65.88000000000001,89.93833333333333,90.53999999999999,89.50166666666667,90.21000000000001,89.535,90.18,90.71333333333334,91.2
mnist,0.4,0.0,ipm_attack,16,91.13666666666667,91.51,91.99833333333333,92.05,70.16333333333333,71.31,0.105,0.09,0.08666666666666667,0.08
mnist,0.4,0.0,ipm_attack,32,90.37833333333334,90.88000000000001,91.48666666666668,91.79,70.635,71.3,0.05333333333333334,0.09,0.12,0.16
mnist,0.4,0.0,ipm_attack,64,89.46333333333332,90.07,90.84166666666667,91.25999999999999,70.89166666666667,71.87,4.683333333333333,4.38,0.09333333333333334,0.03
mnist,0.4,0.0,ipm_attack,128,88.23,89.0,89.94333333333333,90.53,78.795,80.16,68.93333333333334,69.78999999999999,0.15666666666666668,0.06999999999999999
fashion_mnist,0.1,0.01,add_noise,16,85.71166666666666,83.83,85.72166666666666,83.87,81.63333333333334,80.43,83.13666666666667,82.14,85.78,83.89
fashion_mnist,0.1,0.1,add_noise,16,85.72,83.81,85.72333333333333,83.87,81.63666666666667,80.47999999999999,83.21666666666667,82.32000000000001,85.82333333333332,83.98
fashion_mnist,0.1,1.0,add_noise,16,85.18166666666667,83.50999999999999,85.71666666666667,83.83,81.605,80.42,83.15833333333333,82.24000000000001,85.8,83.91
fashion_mnist,0.1,10.0,add_noise,16,82.475,81.01,85.72999999999999,83.85000000000001,81.565,80.32000000000001,83.195,82.35,85.86,83.99
fashion_mnist,0.1,100.0,add_noise,16,74.75,72.84,85.785,83.83,81.60166666666666,80.47,83.21,82.13000000000001,85.78333333333333,84.0
fashion_mnist,0.1,200.0,add_noise,16,72.46833333333333,71.26,85.735,83.84,81.58333333333333,80.36,83.16,82.15,85.82666666666667,83.97
fashion_mnist,0.1,0.01,add_noise,32,85.03500000000001,83.23,84.99666666666667,83.28,82.82000000000001,81.45,83.98,82.82000000000001,85.49333333333334,83.72
fashion_mnist,0.1,0.1,add_noise,32,85.02,83.24000000000001,85.00166666666667,83.22,82.825,81.47,84.00333333333333,82.71,85.49833333333333,83.69
fashion_mnist,0.1,1.0,add_noise,32,84.68166666666667,83.14,85.01666666666667,83.26,82.79666666666667,81.41000000000001,83.95166666666667,82.89,85.52666666666666,83.78
fashion_mnist,0.1,10.0,add_noise,32,82.22666666666667,80.84,85.00833333333333,83.3,82.80833333333332,81.46,83.82333333333334,82.76,85.48166666666667,83.72
fashion_mnist,0.1,100.0,add_noise,32,74.57333333333334,73.89,85.02333333333333,83.3,82.82666666666667,81.45,83.98166666666667,82.93,85.44500000000001,83.7
fashion_mnist,0.1,200.0,add_noise,32,71.09333333333333,71.17,85.00666666666666,83.27,82.825,81.51,83.81333333333333,82.67,85.5,83.71
fashion_mnist,0.1,0.01,add_noise,64,84.15,82.77,84.15,82.80999999999999,83.09833333333333,81.83,83.53,82.28,84.89666666666666,83.23
fashion_mnist,0.1,0.1,add_noise,64,84.185,82.88,84.11833333333333,82.77,83.08666666666666,81.82000000000001,83.57333333333334,82.46,84.86166666666666,83.24000000000001
fashion_mnist,0.1,1.0,add_noise,64,83.76,82.36,84.14666666666668,82.78999999999999,83.08166666666666,81.78999999999999,83.62333333333333,82.39,84.87833333333333,83.21
fashion_mnist,0.1,10.0,add_noise,64,82.00333333333333,80.78,84.17999999999999,82.78,83.11166666666666,81.81,83.59666666666666,82.39,84.86166666666666,83.16
fashion_mnist,0.1,100.0,add_noise,64,71.905,70.78,84.14166666666667,82.82000000000001,83.09,81.77,83.55,82.23,84.875,83.19
fashion_mnist,0.1,200.0,add_noise,64,71.09666666666666,69.75,84.16666666666667,82.76,83.1,81.81,83.58666666666666,82.42,84.87833333333333,83.16
fashion_mnist,0.1,1.0,add_noise,128,82.81500000000001,81.45,83.00166666666667,81.72,82.59666666666666,81.39,82.73,81.44,84.02,82.63000000000001
fashion_mnist,0.1,10.0,add_noise,128,81.19833333333332,80.02,82.97833333333332,81.71000000000001,82.585,81.32000000000001,82.78,81.47999999999999,84.00666666666666,82.67
fashion_mnist,0.1,100.0,add_noise,128,72.80166666666666,71.99,82.98666666666666,81.69999999999999,82.60333333333332,81.39,82.74333333333334,81.47,84.06166666666667,82.66
fashion_mnist,0.1,200.0,add_noise,128,66.45333333333333,65.85,83.0,81.67,82.61333333333334,81.37,82.70833333333333,81.36,84.055,82.63000000000001
fashion_mnist,0.1,0.0,ipm_attack,16,85.44833333333334,83.55,85.71833333333333,83.8,79.475,78.2,74.87833333333333,73.29,83.04333333333334,82.02000000000001
fashion_mnist,0.1,0.0,ipm_attack,32,84.71833333333333,83.04,84.99833333333333,83.31,81.35166666666666,80.11,77.005,75.42999999999999,83.795,82.66
fashion_mnist,0.1,0.0,ipm_attack,64,83.705,82.36,84.19833333333332,82.77,82.08833333333332,80.86,78.22666666666666,76.57000000000001,83.45,82.09
fashion_mnist,0.1,0.0,ipm_attack,128,82.45333333333333,81.12,83.00999999999999,81.67,81.59833333333333,80.54,76.425,74.97,82.665,81.39
fashion_mnist,0.2,0.01,add_noise,16,85.73333333333333,83.81,85.72333333333333,83.78999999999999,81.82666666666667,80.47999999999999,83.42666666666668,82.56,85.78833333333333,84.04
fashion_mnist,0.2,0.1,add_noise,16,85.69833333333334,83.78999999999999,85.71333333333332,83.86,81.80666666666667,80.5,83.36166666666666,82.28,85.80166666666666,84.07
fashion_mnist,0.2,1.0,add_noise,16,84.76666666666667,82.71,85.71666666666667,83.87,81.71666666666667,80.38,83.375,82.41000000000001,85.75,83.95
fashion_mnist,0.2,10.0,add_noise,16,80.08166666666666,78.28,85.765,83.81,81.80333333333333,80.51,83.33333333333334,82.32000000000001,85.79833333333333,83.91
fashion_mnist,0.2,100.0,add_noise,16,71.83833333333334,70.67,85.72,83.85000000000001,81.75166666666667,80.41,83.30166666666666,82.26,85.74833333333333,84.02
fashion_mnist,0.2,200.0,add_noise,16,71.72166666666666,70.28,85.72166666666666,83.85000000000001,81.805,80.54,83.29666666666667,82.43,85.75666666666667,84.00999999999999
fashion_mnist,0.2,0.01,add_noise,32,84.98833333333333,83.32000000000001,85.04333333333334,83.24000000000001,82.92166666666667,81.6,84.05,82.89,85.47333333333333,83.73
fashion_mnist,0.2,0.1,add_noise,32,84.965,83.27,85.01666666666667,83.27,82.92833333333334,81.53,84.04,82.73,85.47166666666666,83.75
fashion_mnist,0.2,1.0,add_noise,32,84.29333333333334,82.83,85.00833333333333,83.28,82.92333333333333,81.54,84.08166666666666,82.82000000000001,85.44333333333334,83.66
fashion_mnist,0.2,10.0,add_noise,32,79.69166666666668,77.92999999999999,84.99666666666667,83.26,82.89333333333333,81.65,83.95166666666667,82.85,85.44500000000001,83.67
fashion_mnist,0.2,100.0,add_noise,32,71.95166666666667,71.00999999999999,84.98,83.33,82.88,81.57,83.97333333333333,82.85,85.46166666666667,83.71
fashion_mnist,0.2,200.0,add_noise,32,67.89666666666668,66.29,85.01166666666666,83.24000000000001,82.91,81.55,84.06666666666666,82.74000000000001,85.45833333333334,83.59
fashion_mnist,0.2,0.01,add_noise,64,84.14833333333334,82.71,84.20166666666667,82.75,83.16333333333333,81.92,83.63000000000001,82.44,84.83000000000001,83.28
fashion_mnist,0.2,0.1,add_noise,64,84.095,82.55,84.18333333333334,82.75,83.12333333333333,81.86,83.52166666666668,82.32000000000001,84.84666666666666,83.19
fashion_mnist,0.2,1.0,add_noise,64,83.74333333333334,82.12,84.17666666666666,82.73,83.15833333333333,81.87,83.61833333333333,82.37,84.88666666666667,83.2
fashion_mnist,0.2,10.0,add_noise,64,79.63,78.58000000000001,84.155,82.78999999999999,83.125,81.86,83.53,82.32000000000001,84.875,83.2
fashion_mnist,0.2,100.0,add_noise,64,68.78,68.2,84.14666666666668,82.78,83.14166666666667,81.89999999999999,83.58333333333333,82.55,84.84833333333334,83.23
fashion_mnist,0.2,200.0,add_noise,64,66.86,65.88000000000001,84.14833333333334,82.78999999999999,83.14666666666668,81.86,83.615,82.46,84.82833333333333,83.23
fashion_mnist,0.2,0.01,add_noise,128,82.98166666666667,81.69999999999999,82.985,81.69999999999999,82.61500000000001,81.42,82.76833333333333,81.49,84.04833333333333,82.64
fashion_mnist,0.2,0.1,add_noise,128,82.975,81.74,82.98333333333333,81.69,82.60499999999999,81.32000000000001,82.77833333333334,81.5,84.01333333333334,82.63000000000001
fashion_mnist,0.2,1.0,add_noise,128,82.57166666666666,81.47,82.98666666666666,81.71000000000001,82.625,81.34,82.74833333333333,81.42,84.03500000000001,82.64
fashion_mnist,0.2,10.0,add_noise,128,79.85333333333332,79.29,82.99499999999999,81.67999999999999,82.58833333333332,81.47,82.76333333333334,81.56,84.00333333333333,82.63000000000001
fashion_mnist,0.2,100.0,add_noise,128,70.88499999999999,71.0,83.005,81.67,82.61500000000001,81.38,82.755,81.53,83.995,82.61
fashion_mnist,0.2,200.0,add_noise,128,66.48333333333333,65.93,82.99166666666666,81.69,82.645,81.38,82.75,81.52000000000001,84.00833333333333,82.62
fashion_mnist,0.2,0.0,ipm_attack,16,85.22333333333333,83.38,85.72,83.83,74.42333333333333,72.72999999999999,72.75,71.16,49.11333333333333,48.51
fashion_mnist,0.2,0.0,ipm_attack,32,84.365,82.89,85.005,83.21,78.88833333333334,77.52,78.37666666666667,77.23,60.46333333333334,60.209999999999994
fashion_mnist,0.2,0.0,ipm_attack,64,83.27333333333333,81.99,84.16666666666667,82.77,79.985,78.75999999999999,77.74166666666666,76.13,81.46833333333333,80.44
fashion_mnist,0.2,0.0,ipm_attack,128,81.90333333333332,80.75,82.97833333333332,81.71000000000001,79.81166666666667,78.52,77.60833333333333,76.19,79.60666666666667,78.3
fashion_mnist,0.3,0.01,add_noise,16,85.725,83.85000000000001,85.71833333333333,83.86,82.08,80.87,83.5,82.49,85.74666666666667,83.96000000000001
fashion_mnist,0.3,0.1,add_noise,16,85.56166666666667,83.67,85.71,83.87,82.035,80.72,83.48166666666667,82.69999999999999,85.695,84.0
fashion_mnist,0.3,1.0,add_noise,16,84.34166666666667,82.41000000000001,85.69833333333334,83.83,81.94,80.67,83.57166666666667,82.50999999999999,85.74833333333333,83.93
fashion_mnist,0.3,10.0,add_noise,16,78.95833333333333,77.37,85.72833333333332,83.87,81.97666666666666,80.64,83.52000000000001,82.5,85.72999999999999,83.84
fashion_mnist,0.3,100.0,add_noise,16,72.22,70.96000000000001,85.735,83.78999999999999,81.985,80.58,83.56833333333333,82.59,85.74833333333333,84.0
fashion_mnist,0.3,200.0,add_noise,16,71.28,69.83,85.74000000000001,83.83,81.985,80.71000000000001,83.47166666666666,82.6,85.71833333333333,83.91999999999999
fashion_mnist,0.3,0.01,add_noise,32,85.015,83.28,85.01166666666666,83.27,83.05166666666666,81.69,84.14666666666668,82.94,85.42833333333333,83.67
fashion_mnist,0.3,0.1,add_noise,32,84.89166666666667,83.19,85.00999999999999,83.28,83.035,81.78999999999999,84.1,83.00999999999999,85.44500000000001,83.72
fashion_mnist,0.3,1.0,add_noise,32,83.895,82.24000000000001,85.02,83.26,83.03166666666667,81.77,84.07333333333334,82.83,85.435,83.67999999999999
fashion_mnist,0.3,10.0,add_noise,32,78.58833333333334,77.86,85.01666666666667,83.32000000000001,82.98833333333333,81.69999999999999,84.07166666666667,82.77,85.39666666666666,83.66
fashion_mnist,0.3,100.0,add_noise,32,70.61666666666667,69.52000000000001,85.015,83.28,83.01666666666667,81.69,84.02166666666666,82.83,85.47,83.65
fashion_mnist,0.3,200.0,add_noise,32,66.24,65.35,85.02499999999999,83.27,83.045,81.76,84.11666666666666,82.71,85.45666666666666,83.74000000000001
fashion_mnist,0.3,0.01,add_noise,64,84.11666666666666,82.67,84.19,82.76,83.23166666666667,81.93,83.49333333333333,82.19999999999999,84.84166666666667,83.24000000000001
fashion_mnist,0.3,0.1,add_noise,64,84.07833333333333,82.75,84.17999999999999,82.78,83.21166666666666,81.95,83.65333333333334,82.44,84.83833333333334,83.13000000000001
fashion_mnist,0.3,1.0,add_noise,64,83.375,82.0,84.13833333333334,82.78,83.22333333333334,82.01,83.66666666666667,82.57,84.88833333333334,83.06
fashion_mnist,0.3,10.0,add_noise,64,78.82166666666667,77.86999999999999,84.155,82.78999999999999,83.21166666666666,81.95,83.62166666666667,82.48,84.80833333333334,83.17999999999999
fashion_mnist,0.3,100.0,add_noise,64,70.14166666666667,68.86,84.19666666666666,82.74000000000001,83.20166666666667,82.02000000000001,83.57833333333333,82.53,84.83833333333334,83.17999999999999
fashion_mnist,0.3,200.0,add_noise,64,65.46,64.27000000000001,84.115,82.77,83.195,82.01,83.71833333333333,82.5,84.85166666666667,83.22
fashion_mnist,0.3,0.01,add_noise,128,82.96,81.66,82.97333333333333,81.74,82.64666666666668,81.47,82.76,81.55,84.00833333333333,82.65
fashion_mnist,0.3,0.1,add_noise,128,82.98333333333333,81.57,82.97666666666666,81.67999999999999,82.64666666666668,81.47,82.74333333333334,81.54,84.03,82.61
fashion_mnist,0.3,1.0,add_noise,128,82.26,81.21000000000001,82.99,81.73,82.62666666666667,81.47999999999999,82.78666666666666,81.58999999999999,84.00999999999999,82.62
fashion_mnist,0.3,10.0,add_noise,128,78.82333333333334,77.27000000000001,83.025,81.67999999999999,82.645,81.43,82.80833333333332,81.53,83.98,82.67999999999999
fashion_mnist,0.3,100.0,add_noise,128,66.86333333333333,65.77,82.97833333333332,81.69,82.66,81.44,82.80166666666666,81.58999999999999,83.975,82.66
fashion_mnist,0.3,200.0,add_noise,128,64.92333333333333,63.68000000000001,82.99499999999999,81.69,82.63000000000001,81.36,82.72,81.44,83.99,82.61
fashion_mnist,0.3,0.0,ipm_attack,16,84.92333333333333,83.15,85.70166666666667,83.89,68.38666666666666,66.92,79.06166666666667,78.21000000000001,37.501666666666665,37.79
fashion_mnist,0.3,0.0,ipm_attack,32,83.96333333333334,82.62,85.02,83.33,76.3,75.16000000000001,79.81333333333333,78.47,40.715,40.52
fashion_mnist,0.3,0.0,ipm_attack,64,82.8,81.47,84.135,82.76,78.44666666666666,77.39,72.97833333333334,71.36,36.15833333333333,36.230000000000004
