dataset	byzantine_fraction	noise_variance	attack_mode	samples_per_node	accuracy_type	accuracy	Aggregation Method
cifar10	0.1	1.0	add_noise	16	noisy_test_accuracy	38.53	mean with noise
cifar10	0.1	10.0	add_noise	16	noisy_test_accuracy	32.27	mean with noise
cifar10	0.1	100.0	add_noise	16	noisy_test_accuracy	25.380000000000003	mean with noise
cifar10	0.1	200.0	add_noise	16	noisy_test_accuracy	25.5	mean with noise
cifar10	0.1	0.01	add_noise	32	noisy_test_accuracy	40.63	mean with noise
cifar10	0.1	0.1	add_noise	32	noisy_test_accuracy	40.150000000000006	mean with noise
cifar10	0.1	1.0	add_noise	32	noisy_test_accuracy	38.42	mean with noise
cifar10	0.1	10.0	add_noise	32	noisy_test_accuracy	33.57	mean with noise
cifar10	0.1	100.0	add_noise	32	noisy_test_accuracy	25.82	mean with noise
cifar10	0.1	200.0	add_noise	32	noisy_test_accuracy	24.49	mean with noise
cifar10	0.1	0.01	add_noise	64	noisy_test_accuracy	40.35	mean with noise
cifar10	0.1	0.1	add_noise	64	noisy_test_accuracy	40.47	mean with noise
cifar10	0.1	1.0	add_noise	64	noisy_test_accuracy	39.64	mean with noise
cifar10	0.1	10.0	add_noise	64	noisy_test_accuracy	33.72	mean with noise
cifar10	0.1	100.0	add_noise	64	noisy_test_accuracy	25.96	mean with noise
cifar10	0.1	200.0	add_noise	64	noisy_test_accuracy	23.93	mean with noise
cifar10	0.2	0.01	add_noise	16	noisy_test_accuracy	40.49	mean with noise
cifar10	0.2	0.1	add_noise	16	noisy_test_accuracy	39.99	mean with noise
cifar10	0.2	1.0	add_noise	16	noisy_test_accuracy	37.03	mean with noise
cifar10	0.2	10.0	add_noise	16	noisy_test_accuracy	29.87	mean with noise
cifar10	0.2	100.0	add_noise	16	noisy_test_accuracy	24.77	mean with noise
cifar10	0.2	200.0	add_noise	16	noisy_test_accuracy	24.24	mean with noise
cifar10	0.2	0.01	add_noise	32	noisy_test_accuracy	40.35	mean with noise
cifar10	0.2	0.1	add_noise	32	noisy_test_accuracy	39.87	mean with noise
cifar10	0.2	1.0	add_noise	32	noisy_test_accuracy	38.01	mean with noise
cifar10	0.2	10.0	add_noise	32	noisy_test_accuracy	30.22	mean with noise
cifar10	0.2	100.0	add_noise	32	noisy_test_accuracy	24.31	mean with noise
cifar10	0.2	200.0	add_noise	32	noisy_test_accuracy	24.98	mean with noise
cifar10	0.2	0.01	add_noise	64	noisy_test_accuracy	40.22	mean with noise
cifar10	0.2	0.1	add_noise	64	noisy_test_accuracy	40.23	mean with noise
cifar10	0.2	1.0	add_noise	64	noisy_test_accuracy	38.26	mean with noise
cifar10	0.2	10.0	add_noise	64	noisy_test_accuracy	31.56	mean with noise
cifar10	0.2	100.0	add_noise	64	noisy_test_accuracy	24.97	mean with noise
cifar10	0.2	200.0	add_noise	64	noisy_test_accuracy	22.58	mean with noise
cifar10	0.3	0.01	add_noise	16	noisy_test_accuracy	40.11	mean with noise
cifar10	0.3	0.1	add_noise	16	noisy_test_accuracy	39.64	mean with noise
cifar10	0.3	1.0	add_noise	16	noisy_test_accuracy	36.6	mean with noise
cifar10	0.3	10.0	add_noise	16	noisy_test_accuracy	28.46	mean with noise
cifar10	0.3	100.0	add_noise	16	noisy_test_accuracy	24.73	mean with noise
cifar10	0.3	200.0	add_noise	16	noisy_test_accuracy	24.78	mean with noise
cifar10	0.3	0.01	add_noise	32	noisy_test_accuracy	40.45	mean with noise
cifar10	0.3	0.1	add_noise	32	noisy_test_accuracy	39.88	mean with noise
cifar10	0.3	1.0	add_noise	32	noisy_test_accuracy	36.88	mean with noise
cifar10	0.3	10.0	add_noise	32	noisy_test_accuracy	28.95	mean with noise
cifar10	0.3	100.0	add_noise	32	noisy_test_accuracy	22.63	mean with noise
cifar10	0.3	200.0	add_noise	32	noisy_test_accuracy	23.25	mean with noise
cifar10	0.3	0.01	add_noise	64	noisy_test_accuracy	40.43	mean with noise
cifar10	0.3	0.1	add_noise	64	noisy_test_accuracy	40.21	mean with noise
cifar10	0.3	1.0	add_noise	64	noisy_test_accuracy	37.62	mean with noise
cifar10	0.3	10.0	add_noise	64	noisy_test_accuracy	29.43	mean with noise
cifar10	0.3	100.0	add_noise	64	noisy_test_accuracy	22.57	mean with noise
spambase	0.1	0.01	add_noise	16	noiseless_train_accuracy	90.95108695652176	mean without noise
spambase	0.1	0.1	add_noise	16	noiseless_train_accuracy	90.97826086956522	mean without noise
spambase	0.1	1.0	add_noise	16	noiseless_train_accuracy	90.95108695652176	mean without noise
spambase	0.1	10.0	add_noise	16	noiseless_train_accuracy	90.97826086956522	mean without noise
spambase	0.1	100.0	add_noise	16	noiseless_train_accuracy	91.0054347826087	mean without noise
spambase	0.1	200.0	add_noise	16	noiseless_train_accuracy	90.92391304347828	mean without noise
spambase	0.1	0.01	add_noise	32	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.1	0.1	add_noise	32	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.1	1.0	add_noise	32	noiseless_train_accuracy	90.65217391304348	mean without noise
spambase	0.1	10.0	add_noise	32	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.1	100.0	add_noise	32	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.1	200.0	add_noise	32	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.1	0.01	add_noise	64	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.1	0.1	add_noise	64	noiseless_train_accuracy	90.43478260869566	mean without noise
spambase	0.1	1.0	add_noise	64	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.1	10.0	add_noise	64	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.1	100.0	add_noise	64	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.1	200.0	add_noise	64	noiseless_train_accuracy	90.43478260869566	mean without noise
spambase	0.1	0.01	add_noise	128	noiseless_train_accuracy	90.19021739130434	mean without noise
spambase	0.1	0.1	add_noise	128	noiseless_train_accuracy	90.19021739130434	mean without noise
spambase	0.1	1.0	add_noise	128	noiseless_train_accuracy	90.21739130434784	mean without noise
spambase	0.1	10.0	add_noise	128	noiseless_train_accuracy	90.19021739130434	mean without noise
spambase	0.1	100.0	add_noise	128	noiseless_train_accuracy	90.19021739130434	mean without noise
spambase	0.1	200.0	add_noise	128	noiseless_train_accuracy	90.19021739130434	mean without noise
spambase	0.2	0.01	add_noise	16	noiseless_train_accuracy	91.0054347826087	mean without noise
spambase	0.2	0.1	add_noise	16	noiseless_train_accuracy	90.97826086956522	mean without noise
spambase	0.2	1.0	add_noise	16	noiseless_train_accuracy	90.95108695652176	mean without noise
spambase	0.2	10.0	add_noise	16	noiseless_train_accuracy	90.89673913043478	mean without noise
spambase	0.2	100.0	add_noise	16	noiseless_train_accuracy	90.95108695652176	mean without noise
spambase	0.2	200.0	add_noise	16	noiseless_train_accuracy	90.89673913043478	mean without noise
spambase	0.2	0.01	add_noise	32	noiseless_train_accuracy	90.65217391304348	mean without noise
spambase	0.2	0.1	add_noise	32	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.2	1.0	add_noise	32	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.2	10.0	add_noise	32	noiseless_train_accuracy	90.65217391304348	mean without noise
spambase	0.2	100.0	add_noise	32	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.2	200.0	add_noise	32	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.2	0.01	add_noise	64	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.2	0.1	add_noise	64	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.2	1.0	add_noise	64	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.2	10.0	add_noise	64	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.2	100.0	add_noise	64	noiseless_train_accuracy	90.43478260869566	mean without noise
spambase	0.2	200.0	add_noise	64	noiseless_train_accuracy	90.43478260869566	mean without noise
spambase	0.2	0.01	add_noise	128	noiseless_train_accuracy	90.19021739130434	mean without noise
spambase	0.2	0.1	add_noise	128	noiseless_train_accuracy	90.19021739130434	mean without noise
spambase	0.2	1.0	add_noise	128	noiseless_train_accuracy	90.19021739130434	mean without noise
spambase	0.2	10.0	add_noise	128	noiseless_train_accuracy	90.19021739130434	mean without noise
spambase	0.2	100.0	add_noise	128	noiseless_train_accuracy	90.19021739130434	mean without noise
spambase	0.2	200.0	add_noise	128	noiseless_train_accuracy	90.19021739130434	mean without noise
spambase	0.3	0.01	add_noise	16	noiseless_train_accuracy	90.95108695652176	mean without noise
spambase	0.3	0.1	add_noise	16	noiseless_train_accuracy	90.95108695652176	mean without noise
spambase	0.3	1.0	add_noise	16	noiseless_train_accuracy	90.92391304347828	mean without noise
spambase	0.3	10.0	add_noise	16	noiseless_train_accuracy	90.97826086956522	mean without noise
spambase	0.3	100.0	add_noise	16	noiseless_train_accuracy	90.95108695652176	mean without noise
spambase	0.3	200.0	add_noise	16	noiseless_train_accuracy	90.95108695652176	mean without noise
spambase	0.3	0.01	add_noise	32	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.3	0.1	add_noise	32	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.3	1.0	add_noise	32	noiseless_train_accuracy	90.65217391304348	mean without noise
spambase	0.3	10.0	add_noise	32	noiseless_train_accuracy	90.65217391304348	mean without noise
spambase	0.3	100.0	add_noise	32	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.3	200.0	add_noise	32	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.3	0.01	add_noise	64	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.3	0.1	add_noise	64	noiseless_train_accuracy	90.43478260869566	mean without noise
spambase	0.3	1.0	add_noise	64	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.3	10.0	add_noise	64	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.3	100.0	add_noise	64	noiseless_train_accuracy	90.43478260869566	mean without noise
spambase	0.3	200.0	add_noise	64	noiseless_train_accuracy	90.43478260869566	mean without noise
spambase	0.3	0.01	add_noise	128	noiseless_train_accuracy	90.21739130434784	mean without noise
spambase	0.3	0.1	add_noise	128	noiseless_train_accuracy	90.19021739130434	mean without noise
spambase	0.3	1.0	add_noise	128	noiseless_train_accuracy	90.19021739130434	mean without noise
spambase	0.3	10.0	add_noise	128	noiseless_train_accuracy	90.19021739130434	mean without noise
spambase	0.3	100.0	add_noise	128	noiseless_train_accuracy	90.16304347826087	mean without noise
spambase	0.3	200.0	add_noise	128	noiseless_train_accuracy	90.21739130434784	mean without noise
spambase	0.4	0.01	add_noise	16	noiseless_train_accuracy	90.95108695652176	mean without noise
spambase	0.4	0.1	add_noise	16	noiseless_train_accuracy	90.92391304347828	mean without noise
spambase	0.4	1.0	add_noise	16	noiseless_train_accuracy	90.95108695652176	mean without noise
spambase	0.4	10.0	add_noise	16	noiseless_train_accuracy	90.95108695652176	mean without noise
spambase	0.4	100.0	add_noise	16	noiseless_train_accuracy	90.95108695652176	mean without noise
spambase	0.4	200.0	add_noise	16	noiseless_train_accuracy	90.92391304347828	mean without noise
spambase	0.4	0.01	add_noise	32	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.4	0.1	add_noise	32	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.4	1.0	add_noise	32	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.4	10.0	add_noise	32	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.4	100.0	add_noise	32	noiseless_train_accuracy	90.65217391304348	mean without noise
spambase	0.4	200.0	add_noise	32	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.4	0.01	add_noise	64	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.4	0.1	add_noise	64	noiseless_train_accuracy	90.43478260869566	mean without noise
spambase	0.4	1.0	add_noise	64	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.4	10.0	add_noise	64	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.4	100.0	add_noise	64	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.4	200.0	add_noise	64	noiseless_train_accuracy	90.40760869565216	mean without noise
spambase	0.4	0.01	add_noise	128	noiseless_train_accuracy	90.21739130434784	mean without noise
spambase	0.4	0.1	add_noise	128	noiseless_train_accuracy	90.19021739130434	mean without noise
spambase	0.4	1.0	add_noise	128	noiseless_train_accuracy	90.2445652173913	mean without noise
spambase	0.4	10.0	add_noise	128	noiseless_train_accuracy	90.19021739130434	mean without noise
spambase	0.4	100.0	add_noise	128	noiseless_train_accuracy	90.19021739130434	mean without noise
spambase	0.4	200.0	add_noise	128	noiseless_train_accuracy	90.21739130434784	mean without noise
mnist	0.1	0.01	add_noise	16	noiseless_train_accuracy	92.00166666666668	mean without noise
mnist	0.1	0.1	add_noise	16	noiseless_train_accuracy	91.995	mean without noise
mnist	0.1	1.0	add_noise	16	noiseless_train_accuracy	92.00333333333332	mean without noise
mnist	0.1	10.0	add_noise	16	noiseless_train_accuracy	92.0	mean without noise
mnist	0.1	100.0	add_noise	16	noiseless_train_accuracy	92.02	mean without noise
mnist	0.1	200.0	add_noise	16	noiseless_train_accuracy	92.00166666666668	mean without noise
mnist	0.1	0.01	add_noise	32	noiseless_train_accuracy	91.48666666666668	mean without noise
mnist	0.1	0.1	add_noise	32	noiseless_train_accuracy	91.47833333333332	mean without noise
mnist	0.1	1.0	add_noise	32	noiseless_train_accuracy	91.48333333333332	mean without noise
mnist	0.1	10.0	add_noise	32	noiseless_train_accuracy	91.48333333333332	mean without noise
mnist	0.1	100.0	add_noise	32	noiseless_train_accuracy	91.48333333333332	mean without noise
mnist	0.1	200.0	add_noise	32	noiseless_train_accuracy	91.49166666666667	mean without noise
mnist	0.1	0.01	add_noise	64	noiseless_train_accuracy	90.83166666666666	mean without noise
mnist	0.1	0.1	add_noise	64	noiseless_train_accuracy	90.835	mean without noise
mnist	0.1	1.0	add_noise	64	noiseless_train_accuracy	90.83833333333334	mean without noise
mnist	0.1	10.0	add_noise	64	noiseless_train_accuracy	90.83333333333331	mean without noise
mnist	0.1	100.0	add_noise	64	noiseless_train_accuracy	90.82833333333332	mean without noise
mnist	0.1	200.0	add_noise	64	noiseless_train_accuracy	90.83833333333334	mean without noise
mnist	0.1	0.01	add_noise	128	noiseless_train_accuracy	89.94166666666666	mean without noise
mnist	0.1	0.1	add_noise	128	noiseless_train_accuracy	89.93666666666667	mean without noise
mnist	0.1	1.0	add_noise	128	noiseless_train_accuracy	89.93833333333333	mean without noise
mnist	0.1	10.0	add_noise	128	noiseless_train_accuracy	89.94	mean without noise
mnist	0.1	100.0	add_noise	128	noiseless_train_accuracy	89.93833333333333	mean without noise
mnist	0.1	200.0	add_noise	128	noiseless_train_accuracy	89.94	mean without noise
mnist	0.2	0.01	add_noise	16	noiseless_train_accuracy	92.01666666666668	mean without noise
mnist	0.2	0.1	add_noise	16	noiseless_train_accuracy	92.015	mean without noise
mnist	0.2	1.0	add_noise	16	noiseless_train_accuracy	92.00666666666667	mean without noise
mnist	0.2	10.0	add_noise	16	noiseless_train_accuracy	91.99333333333334	mean without noise
mnist	0.2	100.0	add_noise	16	noiseless_train_accuracy	91.995	mean without noise
mnist	0.2	200.0	add_noise	16	noiseless_train_accuracy	92.02166666666668	mean without noise
mnist	0.2	0.01	add_noise	32	noiseless_train_accuracy	91.48666666666668	mean without noise
mnist	0.2	0.1	add_noise	32	noiseless_train_accuracy	91.48333333333332	mean without noise
mnist	0.2	1.0	add_noise	32	noiseless_train_accuracy	91.48833333333334	mean without noise
mnist	0.2	10.0	add_noise	32	noiseless_train_accuracy	91.48666666666668	mean without noise
mnist	0.2	100.0	add_noise	32	noiseless_train_accuracy	91.47833333333332	mean without noise
mnist	0.2	200.0	add_noise	32	noiseless_train_accuracy	91.48833333333334	mean without noise
mnist	0.2	0.01	add_noise	64	noiseless_train_accuracy	90.83833333333334	mean without noise
mnist	0.2	0.1	add_noise	64	noiseless_train_accuracy	90.83666666666666	mean without noise
mnist	0.2	1.0	add_noise	64	noiseless_train_accuracy	90.83666666666666	mean without noise
mnist	0.2	10.0	add_noise	64	noiseless_train_accuracy	90.83666666666666	mean without noise
mnist	0.2	100.0	add_noise	64	noiseless_train_accuracy	90.84333333333332	mean without noise
mnist	0.2	200.0	add_noise	64	noiseless_train_accuracy	90.83833333333334	mean without noise
mnist	0.2	0.01	add_noise	128	noiseless_train_accuracy	89.94166666666666	mean without noise
mnist	0.2	0.1	add_noise	128	noiseless_train_accuracy	89.94	mean without noise
mnist	0.2	1.0	add_noise	128	noiseless_train_accuracy	89.945	mean without noise
mnist	0.2	10.0	add_noise	128	noiseless_train_accuracy	89.93833333333333	mean without noise
mnist	0.2	100.0	add_noise	128	noiseless_train_accuracy	89.93666666666667	mean without noise
mnist	0.2	200.0	add_noise	128	noiseless_train_accuracy	89.935	mean without noise
mnist	0.3	0.01	add_noise	16	noiseless_train_accuracy	92.00833333333334	mean without noise
mnist	0.3	0.1	add_noise	16	noiseless_train_accuracy	92.00833333333334	mean without noise
mnist	0.3	1.0	add_noise	16	noiseless_train_accuracy	92.015	mean without noise
mnist	0.3	10.0	add_noise	16	noiseless_train_accuracy	92.01	mean without noise
mnist	0.3	100.0	add_noise	16	noiseless_train_accuracy	92.005	mean without noise
mnist	0.3	200.0	add_noise	16	noiseless_train_accuracy	92.01	mean without noise
mnist	0.3	0.01	add_noise	32	noiseless_train_accuracy	91.48666666666668	mean without noise
mnist	0.3	0.1	add_noise	32	noiseless_train_accuracy	91.485	mean without noise
mnist	0.3	1.0	add_noise	32	noiseless_train_accuracy	91.485	mean without noise
mnist	0.3	10.0	add_noise	32	noiseless_train_accuracy	91.485	mean without noise
mnist	0.3	100.0	add_noise	32	noiseless_train_accuracy	91.47833333333332	mean without noise
mnist	0.3	200.0	add_noise	32	noiseless_train_accuracy	91.48166666666664	mean without noise
mnist	0.3	0.01	add_noise	64	noiseless_train_accuracy	90.835	mean without noise
mnist	0.3	0.1	add_noise	64	noiseless_train_accuracy	90.84	mean without noise
mnist	0.3	1.0	add_noise	64	noiseless_train_accuracy	90.835	mean without noise
mnist	0.3	10.0	add_noise	64	noiseless_train_accuracy	90.84666666666666	mean without noise
mnist	0.3	100.0	add_noise	64	noiseless_train_accuracy	90.83333333333331	mean without noise
mnist	0.3	200.0	add_noise	64	noiseless_train_accuracy	90.83666666666666	mean without noise
mnist	0.3	0.01	add_noise	128	noiseless_train_accuracy	89.94	mean without noise
mnist	0.3	0.1	add_noise	128	noiseless_train_accuracy	89.94666666666666	mean without noise
mnist	0.3	1.0	add_noise	128	noiseless_train_accuracy	89.94333333333333	mean without noise
mnist	0.3	10.0	add_noise	128	noiseless_train_accuracy	89.94166666666666	mean without noise
mnist	0.3	100.0	add_noise	128	noiseless_train_accuracy	89.94333333333333	mean without noise
mnist	0.3	200.0	add_noise	128	noiseless_train_accuracy	89.93666666666667	mean without noise
mnist	0.4	0.01	add_noise	16	noiseless_train_accuracy	91.995	mean without noise
mnist	0.4	0.1	add_noise	16	noiseless_train_accuracy	92.00833333333334	mean without noise
mnist	0.4	1.0	add_noise	16	noiseless_train_accuracy	92.01	mean without noise
mnist	0.4	10.0	add_noise	16	noiseless_train_accuracy	91.99833333333332	mean without noise
mnist	0.4	100.0	add_noise	16	noiseless_train_accuracy	92.005	mean without noise
mnist	0.4	200.0	add_noise	16	noiseless_train_accuracy	92.01	mean without noise
mnist	0.4	0.01	add_noise	32	noiseless_train_accuracy	91.49	mean without noise
mnist	0.4	0.1	add_noise	32	noiseless_train_accuracy	91.485	mean without noise
mnist	0.4	1.0	add_noise	32	noiseless_train_accuracy	91.48166666666664	mean without noise
mnist	0.4	10.0	add_noise	32	noiseless_train_accuracy	91.48333333333332	mean without noise
mnist	0.4	100.0	add_noise	32	noiseless_train_accuracy	91.48833333333334	mean without noise
mnist	0.4	200.0	add_noise	32	noiseless_train_accuracy	91.48	mean without noise
mnist	0.4	0.01	add_noise	64	noiseless_train_accuracy	90.83666666666666	mean without noise
mnist	0.4	0.1	add_noise	64	noiseless_train_accuracy	90.84	mean without noise
mnist	0.4	1.0	add_noise	64	noiseless_train_accuracy	90.845	mean without noise
mnist	0.4	10.0	add_noise	64	noiseless_train_accuracy	90.835	mean without noise
mnist	0.4	100.0	add_noise	64	noiseless_train_accuracy	90.84666666666666	mean without noise
mnist	0.4	200.0	add_noise	64	noiseless_train_accuracy	90.84166666666668	mean without noise
mnist	0.4	0.01	add_noise	128	noiseless_train_accuracy	89.93833333333333	mean without noise
mnist	0.4	0.1	add_noise	128	noiseless_train_accuracy	89.93833333333333	mean without noise
mnist	0.4	1.0	add_noise	128	noiseless_train_accuracy	89.94166666666666	mean without noise
mnist	0.4	10.0	add_noise	128	noiseless_train_accuracy	89.945	mean without noise
mnist	0.4	100.0	add_noise	128	noiseless_train_accuracy	89.94166666666666	mean without noise
mnist	0.4	200.0	add_noise	128	noiseless_train_accuracy	89.93833333333333	mean without noise
fashion_mnist	0.1	0.01	add_noise	16	noiseless_train_accuracy	85.72166666666666	mean without noise
fashion_mnist	0.1	0.1	add_noise	16	noiseless_train_accuracy	85.72333333333333	mean without noise
fashion_mnist	0.1	1.0	add_noise	16	noiseless_train_accuracy	85.71666666666667	mean without noise
fashion_mnist	0.1	10.0	add_noise	16	noiseless_train_accuracy	85.72999999999999	mean without noise
fashion_mnist	0.1	100.0	add_noise	16	noiseless_train_accuracy	85.785	mean without noise
fashion_mnist	0.1	200.0	add_noise	16	noiseless_train_accuracy	85.735	mean without noise
fashion_mnist	0.1	0.01	add_noise	32	noiseless_train_accuracy	84.99666666666667	mean without noise
fashion_mnist	0.1	0.1	add_noise	32	noiseless_train_accuracy	85.00166666666667	mean without noise
fashion_mnist	0.1	1.0	add_noise	32	noiseless_train_accuracy	85.01666666666667	mean without noise
fashion_mnist	0.1	10.0	add_noise	32	noiseless_train_accuracy	85.00833333333333	mean without noise
fashion_mnist	0.1	100.0	add_noise	32	noiseless_train_accuracy	85.02333333333333	mean without noise
fashion_mnist	0.1	200.0	add_noise	32	noiseless_train_accuracy	85.00666666666666	mean without noise
fashion_mnist	0.1	0.01	add_noise	64	noiseless_train_accuracy	84.15	mean without noise
fashion_mnist	0.1	0.1	add_noise	64	noiseless_train_accuracy	84.11833333333333	mean without noise
fashion_mnist	0.1	1.0	add_noise	64	noiseless_train_accuracy	84.14666666666668	mean without noise
fashion_mnist	0.1	10.0	add_noise	64	noiseless_train_accuracy	84.17999999999999	mean without noise
fashion_mnist	0.1	100.0	add_noise	64	noiseless_train_accuracy	84.14166666666667	mean without noise
fashion_mnist	0.1	200.0	add_noise	64	noiseless_train_accuracy	84.16666666666667	mean without noise
fashion_mnist	0.1	1.0	add_noise	128	noiseless_train_accuracy	83.00166666666667	mean without noise
fashion_mnist	0.1	10.0	add_noise	128	noiseless_train_accuracy	82.97833333333332	mean without noise
fashion_mnist	0.1	100.0	add_noise	128	noiseless_train_accuracy	82.98666666666666	mean without noise
fashion_mnist	0.1	200.0	add_noise	128	noiseless_train_accuracy	83.0	mean without noise
fashion_mnist	0.2	0.01	add_noise	16	noiseless_train_accuracy	85.72333333333333	mean without noise
fashion_mnist	0.2	0.1	add_noise	16	noiseless_train_accuracy	85.71333333333332	mean without noise
fashion_mnist	0.2	1.0	add_noise	16	noiseless_train_accuracy	85.71666666666667	mean without noise
fashion_mnist	0.2	10.0	add_noise	16	noiseless_train_accuracy	85.765	mean without noise
fashion_mnist	0.2	100.0	add_noise	16	noiseless_train_accuracy	85.72	mean without noise
fashion_mnist	0.2	200.0	add_noise	16	noiseless_train_accuracy	85.72166666666666	mean without noise
fashion_mnist	0.2	0.01	add_noise	32	noiseless_train_accuracy	85.04333333333334	mean without noise
fashion_mnist	0.2	0.1	add_noise	32	noiseless_train_accuracy	85.01666666666667	mean without noise
fashion_mnist	0.2	1.0	add_noise	32	noiseless_train_accuracy	85.00833333333333	mean without noise
fashion_mnist	0.2	10.0	add_noise	32	noiseless_train_accuracy	84.99666666666667	mean without noise
fashion_mnist	0.2	100.0	add_noise	32	noiseless_train_accuracy	84.98	mean without noise
fashion_mnist	0.2	200.0	add_noise	32	noiseless_train_accuracy	85.01166666666666	mean without noise
fashion_mnist	0.2	0.01	add_noise	64	noiseless_train_accuracy	84.20166666666667	mean without noise
fashion_mnist	0.2	0.1	add_noise	64	noiseless_train_accuracy	84.18333333333334	mean without noise
fashion_mnist	0.2	1.0	add_noise	64	noiseless_train_accuracy	84.17666666666666	mean without noise
fashion_mnist	0.2	10.0	add_noise	64	noiseless_train_accuracy	84.155	mean without noise
fashion_mnist	0.2	100.0	add_noise	64	noiseless_train_accuracy	84.14666666666668	mean without noise
fashion_mnist	0.2	200.0	add_noise	64	noiseless_train_accuracy	84.14833333333334	mean without noise
fashion_mnist	0.2	0.01	add_noise	128	noiseless_train_accuracy	82.985	mean without noise
fashion_mnist	0.2	0.1	add_noise	128	noiseless_train_accuracy	82.98333333333333	mean without noise
fashion_mnist	0.2	1.0	add_noise	128	noiseless_train_accuracy	82.98666666666666	mean without noise
fashion_mnist	0.2	10.0	add_noise	128	noiseless_train_accuracy	82.99499999999999	mean without noise
fashion_mnist	0.2	100.0	add_noise	128	noiseless_train_accuracy	83.005	mean without noise
fashion_mnist	0.2	200.0	add_noise	128	noiseless_train_accuracy	82.99166666666666	mean without noise
fashion_mnist	0.3	0.01	add_noise	16	noiseless_train_accuracy	85.71833333333333	mean without noise
fashion_mnist	0.3	0.1	add_noise	16	noiseless_train_accuracy	85.71	mean without noise
fashion_mnist	0.3	1.0	add_noise	16	noiseless_train_accuracy	85.69833333333334	mean without noise
fashion_mnist	0.3	10.0	add_noise	16	noiseless_train_accuracy	85.72833333333332	mean without noise
fashion_mnist	0.3	100.0	add_noise	16	noiseless_train_accuracy	85.735	mean without noise
fashion_mnist	0.3	200.0	add_noise	16	noiseless_train_accuracy	85.74000000000001	mean without noise
fashion_mnist	0.3	0.01	add_noise	32	noiseless_train_accuracy	85.01166666666666	mean without noise
fashion_mnist	0.3	0.1	add_noise	32	noiseless_train_accuracy	85.00999999999999	mean without noise
fashion_mnist	0.3	1.0	add_noise	32	noiseless_train_accuracy	85.02	mean without noise
fashion_mnist	0.3	10.0	add_noise	32	noiseless_train_accuracy	85.01666666666667	mean without noise
fashion_mnist	0.3	100.0	add_noise	32	noiseless_train_accuracy	85.015	mean without noise
fashion_mnist	0.3	200.0	add_noise	32	noiseless_train_accuracy	85.02499999999999	mean without noise
fashion_mnist	0.3	0.01	add_noise	64	noiseless_train_accuracy	84.19	mean without noise
fashion_mnist	0.3	0.1	add_noise	64	noiseless_train_accuracy	84.17999999999999	mean without noise
fashion_mnist	0.3	1.0	add_noise	64	noiseless_train_accuracy	84.13833333333334	mean without noise
fashion_mnist	0.3	10.0	add_noise	64	noiseless_train_accuracy	84.155	mean without noise
fashion_mnist	0.3	100.0	add_noise	64	noiseless_train_accuracy	84.19666666666666	mean without noise
fashion_mnist	0.3	200.0	add_noise	64	noiseless_train_accuracy	84.115	mean without noise
fashion_mnist	0.3	0.01	add_noise	128	noiseless_train_accuracy	82.97333333333333	mean without noise
fashion_mnist	0.3	0.1	add_noise	128	noiseless_train_accuracy	82.97666666666666	mean without noise
fashion_mnist	0.3	1.0	add_noise	128	noiseless_train_accuracy	82.99	mean without noise
fashion_mnist	0.3	10.0	add_noise	128	noiseless_train_accuracy	83.025	mean without noise
fashion_mnist	0.3	100.0	add_noise	128	noiseless_train_accuracy	82.97833333333332	mean without noise
